Unnamed: 0,ID,KML_ha,REDD,fid,polygon_ID,polygon_ha,year,def,defc,IL,pa,mine,timber,conservation,tree,access,dem,slope,fric,mm_ID,mm,buf1k_def,buf1k_defc,buf10k_def,buf10k_defc
2935,934,262100,0,991,991,262100,2001,488.27,488.27,0.687,0.192,0.257,0.0,0.728,0.5,50.0006,1767.4326,7.8766,0.003,991 2001,2117,45,45,272,272
4914,934,262100,0,991,991,262100,2002,234.49,722.76,0.687,0.192,0.257,0.0,0.728,0.5,50.0006,1767.4326,7.8766,0.003,991 2002,1639,16,61,363,635
6893,934,262100,0,991,991,262100,2003,462.74,1185.49,0.687,0.192,0.257,0.0,0.728,0.5,50.0006,1767.4326,7.8766,0.003,991 2003,1882,72,134,519,1154
8872,934,262100,0,991,991,262100,2004,403.7,1589.2,0.687,0.192,0.257,0.0,0.728,0.5,50.0006,1767.4326,7.8766,0.003,991 2004,1183,28,162,312,1466
10851,934,262100,0,991,991,262100,2005,562.63,2151.82,0.687,0.192,0.257,0.0,0.728,0.5,50.0006,1767.4326,7.8766,0.003,991 2005,1440,58,219,687,2153
12830,934,262100,0,991,991,262100,2006,362.85,2514.67,0.687,0.192,0.257,0.0,0.728,0.5,50.0006,1767.4326,7.8766,0.003,991 2006,1915,29,248,135,2288
14809,934,262100,0,991,991,262100,2007,434.4,2949.07,0.687,0.192,0.257,0.0,0.728,0.5,50.0006,1767.4326,7.8766,0.003,991 2007,1995,42,291,598,2886
16788,934,262100,0,991,991,262100,2008,356.62,3305.69,0.687,0.192,0.257,0.0,0.728,0.5,50.0006,1767.4326,7.8766,0.003,991 2008,1666,31,322,399,3285
18767,934,262100,0,991,991,262100,2009,1036.51,4342.2,0.687,0.192,0.257,0.0,0.728,0.5,50.0006,1767.4326,7.8766,0.003,991 2009,1570,107,429,698,3983
20746,934,262100,0,991,991,262100,2010,744.75,5086.95,0.687,0.192,0.257,0.0,0.728,0.5,50.0006,1767.4326,7.8766,0.003,991 2010,1961,143,572,774,4757
22725,934,262100,0,991,991,262100,2011,806.61,5893.55,0.687,0.192,0.257,0.0,0.728,0.5,50.0006,1767.4326,7.8766,0.003,991 2011,2749,109,680,934,5692
24704,934,262100,0,991,991,262100,2012,500.06,6393.61,0.687,0.192,0.257,0.0,0.728,0.5,50.0006,1767.4326,7.8766,0.003,991 2012,1360,52,732,542,6234
26683,934,262100,0,991,991,262100,2013,2675.23,9068.84,0.687,0.192,0.257,0.0,0.728,0.5,50.0006,1767.4326,7.8766,0.003,991 2013,1719,200,933,2280,8514
28662,934,262100,0,991,991,262100,2014,4327.24,13396.08,0.687,0.192,0.257,0.0,0.728,0.5,50.0006,1767.4326,7.8766,0.003,991 2014,1467,507,1440,5004,13518
30641,934,262100,0,991,991,262100,2015,2509.04,15905.12,0.687,0.192,0.257,0.0,0.728,0.5,50.0006,1767.4326,7.8766,0.003,991 2015,1655,226,1666,3511,17028
32620,934,262100,0,991,991,262100,2016,1813.98,17719.1,0.687,0.192,0.257,0.0,0.728,0.5,50.0006,1767.4326,7.8766,0.003,991 2016,942,251,1918,3748,20776
34599,934,262100,0,991,991,262100,2017,2151.21,19870.31,0.687,0.192,0.257,0.0,0.728,0.5,50.0006,1767.4326,7.8766,0.003,991 2017,966,252,2170,3591,24368
36578,934,262100,0,991,991,262100,2018,1789.4,21659.71,0.687,0.192,0.257,0.0,0.728,0.5,50.0006,1767.4326,7.8766,0.003,991 2018,1187,228,2398,3548,27916
38557,934,262100,0,991,991,262100,2019,1685.17,23344.88,0.687,0.192,0.257,0.0,0.728,0.5,50.0006,1767.4326,7.8766,0.003,991 2019,1120,63,2461,1881,29797
40536,934,262100,0,991,991,262100,2020,2140.8,25485.68,0.687,0.192,0.257,0.0,0.728,0.5,50.0006,1767.4326,7.8766,0.003,991 2020,1876,174,2635,3017,32814
2936,934,302150,0,992,992,302150,2001,963.3,963.3,0.81,0.0,0.766,0.0,0.289,0.98,257.5239,601.435,2.6289,0.0408,992 2001,2690,105,105,1582,1582
4915,934,302150,0,992,992,302150,2002,1325.78,2289.07,0.81,0.0,0.766,0.0,0.289,0.98,257.5239,601.435,2.6289,0.0408,992 2002,1862,247,352,2018,3600
6894,934,302150,0,992,992,302150,2003,569.36,2858.43,0.81,0.0,0.766,0.0,0.289,0.98,257.5239,601.435,2.6289,0.0408,992 2003,2163,97,449,1091,4691
8873,934,302150,0,992,992,302150,2004,2206.87,5065.3,0.81,0.0,0.766,0.0,0.289,0.98,257.5239,601.435,2.6289,0.0408,992 2004,1417,242,692,2731,7422
10852,934,302150,0,992,992,302150,2005,2783.03,7848.33,0.81,0.0,0.766,0.0,0.289,0.98,257.5239,601.435,2.6289,0.0408,992 2005,1687,407,1099,3554,10976
12831,934,302150,0,992,992,302150,2006,1211.49,9059.82,0.81,0.0,0.766,0.0,0.289,0.98,257.5239,601.435,2.6289,0.0408,992 2006,2369,114,1213,961,11938
14810,934,302150,0,992,992,302150,2007,1855.86,10915.68,0.81,0.0,0.766,0.0,0.289,0.98,257.5239,601.435,2.6289,0.0408,992 2007,2391,267,1479,2557,14495
16789,934,302150,0,992,992,302150,2008,2080.61,12996.29,0.81,0.0,0.766,0.0,0.289,0.98,257.5239,601.435,2.6289,0.0408,992 2008,1976,318,1797,2853,17348
18768,934,302150,0,992,992,302150,2009,2221.38,15217.67,0.81,0.0,0.766,0.0,0.289,0.98,257.5239,601.435,2.6289,0.0408,992 2009,1795,267,2064,2334,19682
20747,934,302150,0,992,992,302150,2010,1296.16,16513.83,0.81,0.0,0.766,0.0,0.289,0.98,257.5239,601.435,2.6289,0.0408,992 2010,2094,168,2231,1566,21248
22726,934,302150,0,992,992,302150,2011,1392.14,17905.96,0.81,0.0,0.766,0.0,0.289,0.98,257.5239,601.435,2.6289,0.0408,992 2011,3548,164,2395,1706,22954
24705,934,302150,0,992,992,302150,2012,670.94,18576.91,0.81,0.0,0.766,0.0,0.289,0.98,257.5239,601.435,2.6289,0.0408,992 2012,1657,78,2473,893,23848
26684,934,302150,0,992,992,302150,2013,6365.87,24942.78,0.81,0.0,0.766,0.0,0.289,0.98,257.5239,601.435,2.6289,0.0408,992 2013,1895,624,3096,6853,30700
28663,934,302150,0,992,992,302150,2014,4002.28,28945.06,0.81,0.0,0.766,0.0,0.289,0.98,257.5239,601.435,2.6289,0.0408,992 2014,1142,372,3469,4651,35352
30642,934,302150,0,992,992,302150,2015,2576.09,31521.15,0.81,0.0,0.766,0.0,0.289,0.98,257.5239,601.435,2.6289,0.0408,992 2015,1261,256,3725,2890,38242
32621,934,302150,0,992,992,302150,2016,6135.15,37656.3,0.81,0.0,0.766,0.0,0.289,0.98,257.5239,601.435,2.6289,0.0408,992 2016,1154,687,4412,7708,45949
34600,934,302150,0,992,992,302150,2017,2240.0,39896.3,0.81,0.0,0.766,0.0,0.289,0.98,257.5239,601.435,2.6289,0.0408,992 2017,1326,333,4745,3383,49333
36579,934,302150,0,992,992,302150,2018,5320.66,45216.96,0.81,0.0,0.766,0.0,0.289,0.98,257.5239,601.435,2.6289,0.0408,992 2018,1231,579,5324,5543,54876
38558,934,302150,0,992,992,302150,2019,5377.67,50594.63,0.81,0.0,0.766,0.0,0.289,0.98,257.5239,601.435,2.6289,0.0408,992 2019,1336,524,5848,5584,60460
40537,934,302150,0,992,992,302150,2020,3640.8,54235.43,0.81,0.0,0.766,0.0,0.289,0.98,257.5239,601.435,2.6289,0.0408,992 2020,1868,406,6254,4534,64994
2937,934,302080,0,993,993,302080,2001,1203.72,1203.72,0.443,0.019,0.0,0.139,1.0,0.7,457.4391,342.0,1.4755,0.038,993 2001,1340,70,70,703,703
4916,934,302080,0,993,993,302080,2002,84.75,1288.47,0.443,0.019,0.0,0.139,1.0,0.7,457.4391,342.0,1.4755,0.038,993 2002,1937,2,72,35,738
6895,934,302080,0,993,993,302080,2003,272.33,1560.8,0.443,0.019,0.0,0.139,1.0,0.7,457.4391,342.0,1.4755,0.038,993 2003,1433,6,79,111,849
8874,934,302080,0,993,993,302080,2004,369.84,1930.64,0.443,0.019,0.0,0.139,1.0,0.7,457.4391,342.0,1.4755,0.038,993 2004,1462,37,116,288,1137
10853,934,302080,0,993,993,302080,2005,765.94,2696.58,0.443,0.019,0.0,0.139,1.0,0.7,457.4391,342.0,1.4755,0.038,993 2005,1491,25,141,436,1573
12832,934,302080,0,993,993,302080,2006,1557.43,4254.01,0.443,0.019,0.0,0.139,1.0,0.7,457.4391,342.0,1.4755,0.038,993 2006,1497,82,223,554,2128
14811,934,302080,0,993,993,302080,2007,656.15,4910.16,0.443,0.019,0.0,0.139,1.0,0.7,457.4391,342.0,1.4755,0.038,993 2007,1575,68,292,585,2713
16790,934,302080,0,993,993,302080,2008,41.18,4951.34,0.443,0.019,0.0,0.139,1.0,0.7,457.4391,342.0,1.4755,0.038,993 2008,1616,4,295,88,2801
18769,934,302080,0,993,993,302080,2009,254.66,5206.01,0.443,0.019,0.0,0.139,1.0,0.7,457.4391,342.0,1.4755,0.038,993 2009,1579,25,320,234,3036
20748,934,302080,0,993,993,302080,2010,2328.33,7534.34,0.443,0.019,0.0,0.139,1.0,0.7,457.4391,342.0,1.4755,0.038,993 2010,1599,112,432,1078,4114
22727,934,302080,0,993,993,302080,2011,522.8,8057.14,0.443,0.019,0.0,0.139,1.0,0.7,457.4391,342.0,1.4755,0.038,993 2011,1480,40,472,445,4559
24706,934,302080,0,993,993,302080,2012,2650.12,10707.25,0.443,0.019,0.0,0.139,1.0,0.7,457.4391,342.0,1.4755,0.038,993 2012,1444,90,562,799,5357
26685,934,302080,0,993,993,302080,2013,1097.98,11805.23,0.443,0.019,0.0,0.139,1.0,0.7,457.4391,342.0,1.4755,0.038,993 2013,1642,44,606,630,5987
28664,934,302080,0,993,993,302080,2014,1634.1,13439.33,0.443,0.019,0.0,0.139,1.0,0.7,457.4391,342.0,1.4755,0.038,993 2014,1397,108,714,843,6830
30643,934,302080,0,993,993,302080,2015,1219.23,14658.56,0.443,0.019,0.0,0.139,1.0,0.7,457.4391,342.0,1.4755,0.038,993 2015,1541,41,755,481,7312
32622,934,302080,0,993,993,302080,2016,1960.85,16619.41,0.443,0.019,0.0,0.139,1.0,0.7,457.4391,342.0,1.4755,0.038,993 2016,1739,80,835,998,8310
34601,934,302080,0,993,993,302080,2017,1969.43,18588.84,0.443,0.019,0.0,0.139,1.0,0.7,457.4391,342.0,1.4755,0.038,993 2017,1794,120,954,1171,9481
36580,934,302080,0,993,993,302080,2018,3137.49,21726.33,0.443,0.019,0.0,0.139,1.0,0.7,457.4391,342.0,1.4755,0.038,993 2018,1714,165,1119,2057,11537
38559,934,302080,0,993,993,302080,2019,1690.89,23417.21,0.443,0.019,0.0,0.139,1.0,0.7,457.4391,342.0,1.4755,0.038,993 2019,1424,105,1225,1063,12600
40538,934,302080,0,993,993,302080,2020,1730.41,25147.62,0.443,0.019,0.0,0.139,1.0,0.7,457.4391,342.0,1.4755,0.038,993 2020,1381,75,1300,756,13356
2938,934,304197,0,994,994,304197,2001,314.5,314.5,0.017,0.0,0.601,0.0,0.0,0.47,200.4602,842.4914,1.8124,0.0137,994 2001,809,19,19,122,122
4917,934,304197,0,994,994,304197,2002,819.26,1133.77,0.017,0.0,0.601,0.0,0.0,0.47,200.4602,842.4914,1.8124,0.0137,994 2002,1334,23,42,295,417
6896,934,304197,0,994,994,304197,2003,501.67,1635.43,0.017,0.0,0.601,0.0,0.0,0.47,200.4602,842.4914,1.8124,0.0137,994 2003,913,20,61,350,768
8875,934,304197,0,994,994,304197,2004,245.43,1880.86,0.017,0.0,0.601,0.0,0.0,0.47,200.4602,842.4914,1.8124,0.0137,994 2004,989,17,79,163,931
10854,934,304197,0,994,994,304197,2005,355.54,2236.4,0.017,0.0,0.601,0.0,0.0,0.47,200.4602,842.4914,1.8124,0.0137,994 2005,1062,20,98,219,1150
12833,934,304197,0,994,994,304197,2006,202.21,2438.61,0.017,0.0,0.601,0.0,0.0,0.47,200.4602,842.4914,1.8124,0.0137,994 2006,1544,18,116,191,1341
14812,934,304197,0,994,994,304197,2007,374.41,2813.02,0.017,0.0,0.601,0.0,0.0,0.47,200.4602,842.4914,1.8124,0.0137,994 2007,1204,13,129,194,1535
16791,934,304197,0,994,994,304197,2008,355.23,3168.25,0.017,0.0,0.601,0.0,0.0,0.47,200.4602,842.4914,1.8124,0.0137,994 2008,1229,52,182,270,1805
18770,934,304197,0,994,994,304197,2009,299.22,3467.47,0.017,0.0,0.601,0.0,0.0,0.47,200.4602,842.4914,1.8124,0.0137,994 2009,1410,15,197,303,2109
20749,934,304197,0,994,994,304197,2010,466.32,3933.79,0.017,0.0,0.601,0.0,0.0,0.47,200.4602,842.4914,1.8124,0.0137,994 2010,1349,19,215,314,2423
22728,934,304197,0,994,994,304197,2011,208.38,4142.17,0.017,0.0,0.601,0.0,0.0,0.47,200.4602,842.4914,1.8124,0.0137,994 2011,1310,8,224,99,2522
24707,934,304197,0,994,994,304197,2012,654.04,4796.21,0.017,0.0,0.601,0.0,0.0,0.47,200.4602,842.4914,1.8124,0.0137,994 2012,1278,42,265,257,2779
26686,934,304197,0,994,994,304197,2013,465.99,5262.2,0.017,0.0,0.601,0.0,0.0,0.47,200.4602,842.4914,1.8124,0.0137,994 2013,1210,14,280,228,3006
28665,934,304197,0,994,994,304197,2014,307.1,5569.3,0.017,0.0,0.601,0.0,0.0,0.47,200.4602,842.4914,1.8124,0.0137,994 2014,873,21,301,377,3383
30644,934,304197,0,994,994,304197,2015,231.13,5800.43,0.017,0.0,0.601,0.0,0.0,0.47,200.4602,842.4914,1.8124,0.0137,994 2015,1103,18,319,238,3621
32623,934,304197,0,994,994,304197,2016,415.86,6216.29,0.017,0.0,0.601,0.0,0.0,0.47,200.4602,842.4914,1.8124,0.0137,994 2016,997,39,358,435,4056
34602,934,304197,0,994,994,304197,2017,484.47,6700.76,0.017,0.0,0.601,0.0,0.0,0.47,200.4602,842.4914,1.8124,0.0137,994 2017,1050,33,392,436,4493
36581,934,304197,0,994,994,304197,2018,702.15,7402.92,0.017,0.0,0.601,0.0,0.0,0.47,200.4602,842.4914,1.8124,0.0137,994 2018,859,64,456,726,5219
38560,934,304197,0,994,994,304197,2019,278.81,7681.72,0.017,0.0,0.601,0.0,0.0,0.47,200.4602,842.4914,1.8124,0.0137,994 2019,965,54,509,459,5678
40539,934,304197,0,994,994,304197,2020,773.55,8455.27,0.017,0.0,0.601,0.0,0.0,0.47,200.4602,842.4914,1.8124,0.0137,994 2020,1164,60,570,551,6229
2939,934,302412,0,995,995,302412,2001,125.34,125.34,0.0,0.0,0.899,0.0,0.0,0.97,539.7769,559.3267,2.1502,0.0397,995 2001,1470,2,2,66,66
4918,934,302412,0,995,995,302412,2002,313.33,438.67,0.0,0.0,0.899,0.0,0.0,0.97,539.7769,559.3267,2.1502,0.0397,995 2002,1725,5,6,78,144
6897,934,302412,0,995,995,302412,2003,31.32,469.99,0.0,0.0,0.899,0.0,0.0,0.97,539.7769,559.3267,2.1502,0.0397,995 2003,1577,0,6,14,157
8876,934,302412,0,995,995,302412,2004,199.72,669.71,0.0,0.0,0.899,0.0,0.0,0.97,539.7769,559.3267,2.1502,0.0397,995 2004,1320,5,12,61,218
10855,934,302412,0,995,995,302412,2005,105.96,775.67,0.0,0.0,0.899,0.0,0.0,0.97,539.7769,559.3267,2.1502,0.0397,995 2005,1270,0,12,18,236
12834,934,302412,0,995,995,302412,2006,278.9,1054.57,0.0,0.0,0.899,0.0,0.0,0.97,539.7769,559.3267,2.1502,0.0397,995 2006,1638,12,24,127,364
14813,934,302412,0,995,995,302412,2007,10.08,1064.66,0.0,0.0,0.899,0.0,0.0,0.97,539.7769,559.3267,2.1502,0.0397,995 2007,1325,1,24,5,368
16792,934,302412,0,995,995,302412,2008,194.89,1259.54,0.0,0.0,0.899,0.0,0.0,0.97,539.7769,559.3267,2.1502,0.0397,995 2008,1532,9,33,52,421
18771,934,302412,0,995,995,302412,2009,176.33,1435.87,0.0,0.0,0.899,0.0,0.0,0.97,539.7769,559.3267,2.1502,0.0397,995 2009,1541,5,39,43,464
20750,934,302412,0,995,995,302412,2010,123.42,1559.29,0.0,0.0,0.899,0.0,0.0,0.97,539.7769,559.3267,2.1502,0.0397,995 2010,1904,3,42,39,503
22729,934,302412,0,995,995,302412,2011,30.88,1590.17,0.0,0.0,0.899,0.0,0.0,0.97,539.7769,559.3267,2.1502,0.0397,995 2011,1243,1,43,6,510
24708,934,302412,0,995,995,302412,2012,127.25,1717.41,0.0,0.0,0.899,0.0,0.0,0.97,539.7769,559.3267,2.1502,0.0397,995 2012,1236,8,50,41,551
26687,934,302412,0,995,995,302412,2013,203.55,1920.96,0.0,0.0,0.899,0.0,0.0,0.97,539.7769,559.3267,2.1502,0.0397,995 2013,1137,6,56,77,627
28666,934,302412,0,995,995,302412,2014,164.51,2085.47,0.0,0.0,0.899,0.0,0.0,0.97,539.7769,559.3267,2.1502,0.0397,995 2014,1210,4,60,108,735
30645,934,302412,0,995,995,302412,2015,148.67,2234.14,0.0,0.0,0.899,0.0,0.0,0.97,539.7769,559.3267,2.1502,0.0397,995 2015,1100,7,67,67,802
32624,934,302412,0,995,995,302412,2016,412.36,2646.5,0.0,0.0,0.899,0.0,0.0,0.97,539.7769,559.3267,2.1502,0.0397,995 2016,1154,12,79,132,934
34603,934,302412,0,995,995,302412,2017,214.97,2861.47,0.0,0.0,0.899,0.0,0.0,0.97,539.7769,559.3267,2.1502,0.0397,995 2017,1225,11,90,119,1053
36582,934,302412,0,995,995,302412,2018,127.17,2988.64,0.0,0.0,0.899,0.0,0.0,0.97,539.7769,559.3267,2.1502,0.0397,995 2018,1378,6,96,68,1121
38561,934,302412,0,995,995,302412,2019,234.34,3222.98,0.0,0.0,0.899,0.0,0.0,0.97,539.7769,559.3267,2.1502,0.0397,995 2019,1317,8,104,158,1278
40540,934,302412,0,995,995,302412,2020,327.05,3550.03,0.0,0.0,0.899,0.0,0.0,0.97,539.7769,559.3267,2.1502,0.0397,995 2020,1235,12,116,136,1414
2940,934,301877,0,996,996,301877,2001,1.88,1.88,0.169,0.0,0.392,0.0,0.097,1.0,739.5763,529.4022,1.9433,0.0393,996 2001,2436,1,1,178,178
4919,934,301877,0,996,996,301877,2002,8.5,10.37,0.169,0.0,0.392,0.0,0.097,1.0,739.5763,529.4022,1.9433,0.0393,996 2002,1534,1,2,96,274
6898,934,301877,0,996,996,301877,2003,17.25,27.63,0.169,0.0,0.392,0.0,0.097,1.0,739.5763,529.4022,1.9433,0.0393,996 2003,1945,1,2,197,471
8877,934,301877,0,996,996,301877,2004,4.2,31.83,0.169,0.0,0.392,0.0,0.097,1.0,739.5763,529.4022,1.9433,0.0393,996 2004,1373,2,5,84,555
10856,934,301877,0,996,996,301877,2005,7.06,38.89,0.169,0.0,0.392,0.0,0.097,1.0,739.5763,529.4022,1.9433,0.0393,996 2005,1377,1,6,132,687
12835,934,301877,0,996,996,301877,2006,3.22,42.11,0.169,0.0,0.392,0.0,0.097,1.0,739.5763,529.4022,1.9433,0.0393,996 2006,1786,0,6,56,743
14814,934,301877,0,996,996,301877,2007,16.0,58.11,0.169,0.0,0.392,0.0,0.097,1.0,739.5763,529.4022,1.9433,0.0393,996 2007,1719,9,15,488,1231
16793,934,301877,0,996,996,301877,2008,0.0,58.11,0.169,0.0,0.392,0.0,0.097,1.0,739.5763,529.4022,1.9433,0.0393,996 2008,1526,0,15,17,1248
18772,934,301877,0,996,996,301877,2009,16.27,74.38,0.169,0.0,0.392,0.0,0.097,1.0,739.5763,529.4022,1.9433,0.0393,996 2009,1514,14,28,359,1607
20751,934,301877,0,996,996,301877,2010,25.81,100.19,0.169,0.0,0.392,0.0,0.097,1.0,739.5763,529.4022,1.9433,0.0393,996 2010,1758,19,47,524,2131
22730,934,301877,0,996,996,301877,2011,0.54,100.72,0.169,0.0,0.392,0.0,0.097,1.0,739.5763,529.4022,1.9433,0.0393,996 2011,1538,0,47,60,2190
24709,934,301877,0,996,996,301877,2012,3.19,103.91,0.169,0.0,0.392,0.0,0.097,1.0,739.5763,529.4022,1.9433,0.0393,996 2012,1331,26,73,175,2365
26688,934,301877,0,996,996,301877,2013,13.55,117.46,0.169,0.0,0.392,0.0,0.097,1.0,739.5763,529.4022,1.9433,0.0393,996 2013,1126,23,95,560,2926
28667,934,301877,0,996,996,301877,2014,78.33,195.79,0.169,0.0,0.392,0.0,0.097,1.0,739.5763,529.4022,1.9433,0.0393,996 2014,1250,80,175,609,3535
30646,934,301877,0,996,996,301877,2015,36.11,231.9,0.169,0.0,0.392,0.0,0.097,1.0,739.5763,529.4022,1.9433,0.0393,996 2015,1203,31,206,483,4019
32625,934,301877,0,996,996,301877,2016,26.94,258.85,0.169,0.0,0.392,0.0,0.097,1.0,739.5763,529.4022,1.9433,0.0393,996 2016,1138,32,238,608,4627
34604,934,301877,0,996,996,301877,2017,39.58,298.43,0.169,0.0,0.392,0.0,0.097,1.0,739.5763,529.4022,1.9433,0.0393,996 2017,1339,50,288,749,5376
36583,934,301877,0,996,996,301877,2018,48.66,347.08,0.169,0.0,0.392,0.0,0.097,1.0,739.5763,529.4022,1.9433,0.0393,996 2018,1325,34,322,766,6142
38562,934,301877,0,996,996,301877,2019,30.48,377.57,0.169,0.0,0.392,0.0,0.097,1.0,739.5763,529.4022,1.9433,0.0393,996 2019,1286,30,352,740,6883
40541,934,301877,0,996,996,301877,2020,37.96,415.52,0.169,0.0,0.392,0.0,0.097,1.0,739.5763,529.4022,1.9433,0.0393,996 2020,1510,26,378,557,7440
2941,934,302566,0,997,997,302566,2001,557.43,557.43,0.0,0.304,0.512,0.0,0.0,0.88,757.2925,590.0639,2.4692,0.0397,997 2001,1436,121,121,724,724
4920,934,302566,0,997,997,302566,2002,744.34,1301.77,0.0,0.304,0.512,0.0,0.0,0.88,757.2925,590.0639,2.4692,0.0397,997 2002,1660,31,152,528,1251
6899,934,302566,0,997,997,302566,2003,105.64,1407.41,0.0,0.304,0.512,0.0,0.0,0.88,757.2925,590.0639,2.4692,0.0397,997 2003,1572,32,184,253,1504
8878,934,302566,0,997,997,302566,2004,550.28,1957.69,0.0,0.304,0.512,0.0,0.0,0.88,757.2925,590.0639,2.4692,0.0397,997 2004,1401,31,215,650,2154
10857,934,302566,0,997,997,302566,2005,330.59,2288.28,0.0,0.304,0.512,0.0,0.0,0.88,757.2925,590.0639,2.4692,0.0397,997 2005,1416,33,248,375,2529
12836,934,302566,0,997,997,302566,2006,921.54,3209.81,0.0,0.304,0.512,0.0,0.0,0.88,757.2925,590.0639,2.4692,0.0397,997 2006,1715,77,326,650,3179
14815,934,302566,0,997,997,302566,2007,114.42,3324.23,0.0,0.304,0.512,0.0,0.0,0.88,757.2925,590.0639,2.4692,0.0397,997 2007,1419,24,349,209,3388
16794,934,302566,0,997,997,302566,2008,698.17,4022.4,0.0,0.304,0.512,0.0,0.0,0.88,757.2925,590.0639,2.4692,0.0397,997 2008,1629,35,385,512,3900
18773,934,302566,0,997,997,302566,2009,484.37,4506.77,0.0,0.304,0.512,0.0,0.0,0.88,757.2925,590.0639,2.4692,0.0397,997 2009,1629,28,412,510,4410
20752,934,302566,0,997,997,302566,2010,260.51,4767.28,0.0,0.304,0.512,0.0,0.0,0.88,757.2925,590.0639,2.4692,0.0397,997 2010,1894,50,463,363,4773
22731,934,302566,0,997,997,302566,2011,299.76,5067.04,0.0,0.304,0.512,0.0,0.0,0.88,757.2925,590.0639,2.4692,0.0397,997 2011,1225,46,509,560,5334
24710,934,302566,0,997,997,302566,2012,599.54,5666.57,0.0,0.304,0.512,0.0,0.0,0.88,757.2925,590.0639,2.4692,0.0397,997 2012,1234,46,555,572,5905
26689,934,302566,0,997,997,302566,2013,780.8,6447.37,0.0,0.304,0.512,0.0,0.0,0.88,757.2925,590.0639,2.4692,0.0397,997 2013,1105,35,590,537,6443
28668,934,302566,0,997,997,302566,2014,638.83,7086.21,0.0,0.304,0.512,0.0,0.0,0.88,757.2925,590.0639,2.4692,0.0397,997 2014,1194,44,634,483,6925
30647,934,302566,0,997,997,302566,2015,667.45,7753.65,0.0,0.304,0.512,0.0,0.0,0.88,757.2925,590.0639,2.4692,0.0397,997 2015,1097,41,676,732,7657
32626,934,302566,0,997,997,302566,2016,1031.38,8785.04,0.0,0.304,0.512,0.0,0.0,0.88,757.2925,590.0639,2.4692,0.0397,997 2016,1121,89,765,1307,8965
34605,934,302566,0,997,997,302566,2017,843.33,9628.36,0.0,0.304,0.512,0.0,0.0,0.88,757.2925,590.0639,2.4692,0.0397,997 2017,1187,71,836,1035,10000
36584,934,302566,0,997,997,302566,2018,577.56,10205.93,0.0,0.304,0.512,0.0,0.0,0.88,757.2925,590.0639,2.4692,0.0397,997 2018,1334,41,877,837,10837
38563,934,302566,0,997,997,302566,2019,946.31,11152.24,0.0,0.304,0.512,0.0,0.0,0.88,757.2925,590.0639,2.4692,0.0397,997 2019,1217,90,967,1210,12047
40542,934,302566,0,997,997,302566,2020,907.71,12059.94,0.0,0.304,0.512,0.0,0.0,0.88,757.2925,590.0639,2.4692,0.0397,997 2020,1218,83,1050,852,12899
2942,934,304426,0,998,998,304426,2001,349.8,349.8,0.769,0.383,0.56,0.0,0.0,0.5,331.0,857.0,2.2836,0.0138,998 2001,739,19,19,167,167
4921,934,304426,0,998,998,304426,2002,800.22,1150.02,0.769,0.383,0.56,0.0,0.0,0.5,331.0,857.0,2.2836,0.0138,998 2002,1954,37,57,500,667
6900,934,304426,0,998,998,304426,2003,297.74,1447.76,0.769,0.383,0.56,0.0,0.0,0.5,331.0,857.0,2.2836,0.0138,998 2003,854,10,67,146,813
8879,934,304426,0,998,998,304426,2004,849.06,2296.81,0.769,0.383,0.56,0.0,0.0,0.5,331.0,857.0,2.2836,0.0138,998 2004,1104,25,92,434,1247
10858,934,304426,0,998,998,304426,2005,2002.68,4299.49,0.769,0.383,0.56,0.0,0.0,0.5,331.0,857.0,2.2836,0.0138,998 2005,1137,39,131,939,2187
12837,934,304426,0,998,998,304426,2006,2423.04,6722.53,0.769,0.383,0.56,0.0,0.0,0.5,331.0,857.0,2.2836,0.0138,998 2006,1676,148,279,1222,3408
14816,934,304426,0,998,998,304426,2007,613.08,7335.61,0.769,0.383,0.56,0.0,0.0,0.5,331.0,857.0,2.2836,0.0138,998 2007,1273,5,284,134,3542
16795,934,304426,0,998,998,304426,2008,1031.6,8367.22,0.769,0.383,0.56,0.0,0.0,0.5,331.0,857.0,2.2836,0.0138,998 2008,1227,56,340,532,4074
18774,934,304426,0,998,998,304426,2009,532.36,8899.57,0.769,0.383,0.56,0.0,0.0,0.5,331.0,857.0,2.2836,0.0138,998 2009,1480,27,367,300,4374
20753,934,304426,0,998,998,304426,2010,480.01,9379.58,0.769,0.383,0.56,0.0,0.0,0.5,331.0,857.0,2.2836,0.0138,998 2010,1464,7,374,144,4519
22732,934,304426,0,998,998,304426,2011,185.79,9565.37,0.769,0.383,0.56,0.0,0.0,0.5,331.0,857.0,2.2836,0.0138,998 2011,1501,8,383,120,4639
24711,934,304426,0,998,998,304426,2012,336.53,9901.9,0.769,0.383,0.56,0.0,0.0,0.5,331.0,857.0,2.2836,0.0138,998 2012,1762,6,389,51,4690
26690,934,304426,0,998,998,304426,2013,331.38,10233.28,0.769,0.383,0.56,0.0,0.0,0.5,331.0,857.0,2.2836,0.0138,998 2013,1261,8,396,136,4826
28669,934,304426,0,998,998,304426,2014,496.47,10729.75,0.769,0.383,0.56,0.0,0.0,0.5,331.0,857.0,2.2836,0.0138,998 2014,1955,39,435,570,5396
