Unnamed: 0,ID,KML_ha,REDD,fid,polygon_ID,polygon_ha,year,def,defc,IL,pa,mine,timber,conservation,tree,access,dem,slope,fric,mm_ID,mm,buf1k_def,buf1k_defc,buf10k_def,buf10k_defc
32777,934,302567,0,1150,1150,302567,2016,1415.09,10727.52,0.0,0.0,0.941,0.0,0.0,0.93,589.718,532.3075,1.9764,0.0394,1150 2016,1208,120,975,1900,12741
34756,934,302567,0,1150,1150,302567,2017,1150.7,11878.22,0.0,0.0,0.941,0.0,0.0,0.93,589.718,532.3075,1.9764,0.0394,1150 2017,1261,116,1091,1618,14359
36735,934,302567,0,1150,1150,302567,2018,480.51,12358.73,0.0,0.0,0.941,0.0,0.0,0.93,589.718,532.3075,1.9764,0.0394,1150 2018,1373,58,1149,851,15210
38714,934,302567,0,1150,1150,302567,2019,1156.79,13515.52,0.0,0.0,0.941,0.0,0.0,0.93,589.718,532.3075,1.9764,0.0394,1150 2019,1126,170,1319,1646,16856
40693,934,302567,0,1150,1150,302567,2020,1060.17,14575.69,0.0,0.0,0.941,0.0,0.0,0.93,589.718,532.3075,1.9764,0.0394,1150 2020,1060,109,1428,1947,18804
3093,934,301931,0,1151,1151,301931,2001,295.53,295.53,0.728,0.0,0.139,0.737,1.0,0.98,963.425,499.7273,1.7329,0.0389,1151 2001,1795,20,20,212,212
5072,934,301931,0,1151,1151,301931,2002,527.33,822.87,0.728,0.0,0.139,0.737,1.0,0.98,963.425,499.7273,1.7329,0.0389,1151 2002,1761,14,34,374,585
7051,934,301931,0,1151,1151,301931,2003,157.05,979.92,0.728,0.0,0.139,0.737,1.0,0.98,963.425,499.7273,1.7329,0.0389,1151 2003,1783,3,37,91,676
9030,934,301931,0,1151,1151,301931,2004,113.41,1093.33,0.728,0.0,0.139,0.737,1.0,0.98,963.425,499.7273,1.7329,0.0389,1151 2004,1717,8,45,60,737
11009,934,301931,0,1151,1151,301931,2005,784.5,1877.83,0.728,0.0,0.139,0.737,1.0,0.98,963.425,499.7273,1.7329,0.0389,1151 2005,1731,37,82,469,1205
12988,934,301931,0,1151,1151,301931,2006,98.32,1976.15,0.728,0.0,0.139,0.737,1.0,0.98,963.425,499.7273,1.7329,0.0389,1151 2006,1618,10,92,81,1287
14967,934,301931,0,1151,1151,301931,2007,171.7,2147.85,0.728,0.0,0.139,0.737,1.0,0.98,963.425,499.7273,1.7329,0.0389,1151 2007,1454,0,92,97,1384
16946,934,301931,0,1151,1151,301931,2008,370.13,2517.98,0.728,0.0,0.139,0.737,1.0,0.98,963.425,499.7273,1.7329,0.0389,1151 2008,1525,34,126,255,1639
18925,934,301931,0,1151,1151,301931,2009,857.98,3375.96,0.728,0.0,0.139,0.737,1.0,0.98,963.425,499.7273,1.7329,0.0389,1151 2009,1465,40,166,577,2216
20904,934,301931,0,1151,1151,301931,2010,161.88,3537.84,0.728,0.0,0.139,0.737,1.0,0.98,963.425,499.7273,1.7329,0.0389,1151 2010,1651,6,172,415,2631
22883,934,301931,0,1151,1151,301931,2011,151.93,3689.77,0.728,0.0,0.139,0.737,1.0,0.98,963.425,499.7273,1.7329,0.0389,1151 2011,1452,5,178,214,2845
24862,934,301931,0,1151,1151,301931,2012,352.7,4042.48,0.728,0.0,0.139,0.737,1.0,0.98,963.425,499.7273,1.7329,0.0389,1151 2012,1324,10,188,399,3244
26841,934,301931,0,1151,1151,301931,2013,504.17,4546.65,0.728,0.0,0.139,0.737,1.0,0.98,963.425,499.7273,1.7329,0.0389,1151 2013,1124,18,206,438,3681
28820,934,301931,0,1151,1151,301931,2014,409.36,4956.0,0.728,0.0,0.139,0.737,1.0,0.98,963.425,499.7273,1.7329,0.0389,1151 2014,1173,15,221,532,4213
30799,934,301931,0,1151,1151,301931,2015,556.94,5512.94,0.728,0.0,0.139,0.737,1.0,0.98,963.425,499.7273,1.7329,0.0389,1151 2015,1169,44,265,733,4946
32778,934,301931,0,1151,1151,301931,2016,654.55,6167.49,0.728,0.0,0.139,0.737,1.0,0.98,963.425,499.7273,1.7329,0.0389,1151 2016,1162,19,284,705,5652
34757,934,301931,0,1151,1151,301931,2017,348.79,6516.29,0.728,0.0,0.139,0.737,1.0,0.98,963.425,499.7273,1.7329,0.0389,1151 2017,1279,31,315,889,6541
36736,934,301931,0,1151,1151,301931,2018,350.44,6866.73,0.728,0.0,0.139,0.737,1.0,0.98,963.425,499.7273,1.7329,0.0389,1151 2018,1236,15,330,949,7490
38715,934,301931,0,1151,1151,301931,2019,499.41,7366.14,0.728,0.0,0.139,0.737,1.0,0.98,963.425,499.7273,1.7329,0.0389,1151 2019,1256,41,371,971,8461
40694,934,301931,0,1151,1151,301931,2020,548.26,7914.41,0.728,0.0,0.139,0.737,1.0,0.98,963.425,499.7273,1.7329,0.0389,1151 2020,1440,29,400,519,8980
3094,934,301911,0,1152,1152,301911,2001,1618.78,1618.78,0.053,0.0,0.022,0.0,0.0,0.99,801.5,481.452,3.0939,0.0399,1152 2001,1753,90,90,582,582
5073,934,301911,0,1152,1152,301911,2002,469.16,2087.94,0.053,0.0,0.022,0.0,0.0,0.99,801.5,481.452,3.0939,0.0399,1152 2002,1644,28,118,154,736
7052,934,301911,0,1152,1152,301911,2003,142.61,2230.55,0.053,0.0,0.022,0.0,0.0,0.99,801.5,481.452,3.0939,0.0399,1152 2003,1694,16,134,104,840
9031,934,301911,0,1152,1152,301911,2004,445.38,2675.94,0.053,0.0,0.022,0.0,0.0,0.99,801.5,481.452,3.0939,0.0399,1152 2004,1607,39,173,212,1052
11010,934,301911,0,1152,1152,301911,2005,960.52,3636.46,0.053,0.0,0.022,0.0,0.0,0.99,801.5,481.452,3.0939,0.0399,1152 2005,1546,43,217,431,1483
12989,934,301911,0,1152,1152,301911,2006,955.14,4591.6,0.053,0.0,0.022,0.0,0.0,0.99,801.5,481.452,3.0939,0.0399,1152 2006,1661,81,298,481,1964
14968,934,301911,0,1152,1152,301911,2007,149.67,4741.27,0.053,0.0,0.022,0.0,0.0,0.99,801.5,481.452,3.0939,0.0399,1152 2007,1721,9,307,52,2016
16947,934,301911,0,1152,1152,301911,2008,329.53,5070.8,0.053,0.0,0.022,0.0,0.0,0.99,801.5,481.452,3.0939,0.0399,1152 2008,1689,13,321,105,2121
18926,934,301911,0,1152,1152,301911,2009,1893.45,6964.24,0.053,0.0,0.022,0.0,0.0,0.99,801.5,481.452,3.0939,0.0399,1152 2009,1599,74,395,749,2871
20905,934,301911,0,1152,1152,301911,2010,1146.36,8110.6,0.053,0.0,0.022,0.0,0.0,0.99,801.5,481.452,3.0939,0.0399,1152 2010,1748,66,461,511,3382
22884,934,301911,0,1152,1152,301911,2011,482.92,8593.52,0.053,0.0,0.022,0.0,0.0,0.99,801.5,481.452,3.0939,0.0399,1152 2011,1646,19,479,137,3519
24863,934,301911,0,1152,1152,301911,2012,860.94,9454.46,0.053,0.0,0.022,0.0,0.0,0.99,801.5,481.452,3.0939,0.0399,1152 2012,1417,63,542,369,3887
26842,934,301911,0,1152,1152,301911,2013,2047.83,11502.3,0.053,0.0,0.022,0.0,0.0,0.99,801.5,481.452,3.0939,0.0399,1152 2013,1234,155,697,979,4866
28821,934,301911,0,1152,1152,301911,2014,2357.75,13860.05,0.053,0.0,0.022,0.0,0.0,0.99,801.5,481.452,3.0939,0.0399,1152 2014,1290,120,817,1091,5957
30800,934,301911,0,1152,1152,301911,2015,2390.56,16250.61,0.053,0.0,0.022,0.0,0.0,0.99,801.5,481.452,3.0939,0.0399,1152 2015,1336,123,940,1010,6968
32779,934,301911,0,1152,1152,301911,2016,2053.43,18304.05,0.053,0.0,0.022,0.0,0.0,0.99,801.5,481.452,3.0939,0.0399,1152 2016,1262,164,1104,1010,7978
34758,934,301911,0,1152,1152,301911,2017,1907.57,20211.61,0.053,0.0,0.022,0.0,0.0,0.99,801.5,481.452,3.0939,0.0399,1152 2017,1437,125,1228,1064,9042
36737,934,301911,0,1152,1152,301911,2018,2364.65,22576.27,0.053,0.0,0.022,0.0,0.0,0.99,801.5,481.452,3.0939,0.0399,1152 2018,1243,158,1386,1196,10238
38716,934,301911,0,1152,1152,301911,2019,2018.95,24595.22,0.053,0.0,0.022,0.0,0.0,0.99,801.5,481.452,3.0939,0.0399,1152 2019,1278,120,1506,946,11184
40695,934,301911,0,1152,1152,301911,2020,1685.41,26280.63,0.053,0.0,0.022,0.0,0.0,0.99,801.5,481.452,3.0939,0.0399,1152 2020,1233,98,1604,889,12073
3095,934,302581,0,1153,1153,302581,2001,1292.43,1292.43,0.0,0.0,0.713,0.0,0.0,0.81,405.7106,471.2395,1.7737,0.0385,1153 2001,1612,168,168,1705,1705
5074,934,302581,0,1153,1153,302581,2002,1493.71,2786.13,0.0,0.0,0.713,0.0,0.0,0.81,405.7106,471.2395,1.7737,0.0385,1153 2002,1671,249,416,2074,3779
7053,934,302581,0,1153,1153,302581,2003,1955.46,4741.59,0.0,0.0,0.713,0.0,0.0,0.81,405.7106,471.2395,1.7737,0.0385,1153 2003,1552,212,628,2434,6213
9032,934,302581,0,1153,1153,302581,2004,2704.32,7445.92,0.0,0.0,0.713,0.0,0.0,0.81,405.7106,471.2395,1.7737,0.0385,1153 2004,1309,225,853,2527,8741
11011,934,302581,0,1153,1153,302581,2005,471.88,7917.8,0.0,0.0,0.713,0.0,0.0,0.81,405.7106,471.2395,1.7737,0.0385,1153 2005,1252,43,896,533,9274
12990,934,302581,0,1153,1153,302581,2006,330.21,8248.01,0.0,0.0,0.713,0.0,0.0,0.81,405.7106,471.2395,1.7737,0.0385,1153 2006,1552,21,918,1401,10675
14969,934,302581,0,1153,1153,302581,2007,2457.15,10705.15,0.0,0.0,0.713,0.0,0.0,0.81,405.7106,471.2395,1.7737,0.0385,1153 2007,1410,207,1124,3635,14311
16948,934,302581,0,1153,1153,302581,2008,416.15,11121.31,0.0,0.0,0.713,0.0,0.0,0.81,405.7106,471.2395,1.7737,0.0385,1153 2008,1491,43,1167,528,14839
18927,934,302581,0,1153,1153,302581,2009,1673.07,12794.37,0.0,0.0,0.713,0.0,0.0,0.81,405.7106,471.2395,1.7737,0.0385,1153 2009,1518,117,1285,1983,16822
20906,934,302581,0,1153,1153,302581,2010,991.36,13785.73,0.0,0.0,0.713,0.0,0.0,0.81,405.7106,471.2395,1.7737,0.0385,1153 2010,1786,69,1354,1308,18130
22885,934,302581,0,1153,1153,302581,2011,1767.65,15553.38,0.0,0.0,0.713,0.0,0.0,0.81,405.7106,471.2395,1.7737,0.0385,1153 2011,1370,140,1494,2497,20627
24864,934,302581,0,1153,1153,302581,2012,883.16,16436.55,0.0,0.0,0.713,0.0,0.0,0.81,405.7106,471.2395,1.7737,0.0385,1153 2012,1314,63,1556,875,21502
26843,934,302581,0,1153,1153,302581,2013,2340.59,18777.14,0.0,0.0,0.713,0.0,0.0,0.81,405.7106,471.2395,1.7737,0.0385,1153 2013,1404,216,1773,2401,23902
28822,934,302581,0,1153,1153,302581,2014,2371.05,21148.19,0.0,0.0,0.713,0.0,0.0,0.81,405.7106,471.2395,1.7737,0.0385,1153 2014,1485,220,1993,3443,27345
30801,934,302581,0,1153,1153,302581,2015,1918.38,23066.57,0.0,0.0,0.713,0.0,0.0,0.81,405.7106,471.2395,1.7737,0.0385,1153 2015,1423,178,2171,2676,30021
32780,934,302581,0,1153,1153,302581,2016,4495.43,27562.0,0.0,0.0,0.713,0.0,0.0,0.81,405.7106,471.2395,1.7737,0.0385,1153 2016,1194,513,2684,5911,35932
34759,934,302581,0,1153,1153,302581,2017,2347.32,29909.32,0.0,0.0,0.713,0.0,0.0,0.81,405.7106,471.2395,1.7737,0.0385,1153 2017,1246,277,2961,3735,39667
36738,934,302581,0,1153,1153,302581,2018,1723.7,31633.02,0.0,0.0,0.713,0.0,0.0,0.81,405.7106,471.2395,1.7737,0.0385,1153 2018,1566,277,3238,2768,42435
38717,934,302581,0,1153,1153,302581,2019,2929.9,34562.91,0.0,0.0,0.713,0.0,0.0,0.81,405.7106,471.2395,1.7737,0.0385,1153 2019,1139,344,3582,3463,45898
40696,934,302581,0,1153,1153,302581,2020,2657.36,37220.27,0.0,0.0,0.713,0.0,0.0,0.81,405.7106,471.2395,1.7737,0.0385,1153 2020,1030,294,3876,4549,50447
3096,934,301908,0,1154,1154,301908,2001,582.0,582.0,0.413,0.51,0.171,0.0,0.982,0.52,70.4542,1363.8456,4.8846,0.0209,1154 2001,1533,20,20,227,227
5075,934,301908,0,1154,1154,301908,2002,174.52,756.52,0.413,0.51,0.171,0.0,0.982,0.52,70.4542,1363.8456,4.8846,0.0209,1154 2002,1115,1,21,161,388
7054,934,301908,0,1154,1154,301908,2003,238.15,994.67,0.413,0.51,0.171,0.0,0.982,0.52,70.4542,1363.8456,4.8846,0.0209,1154 2003,1281,6,26,91,480
9033,934,301908,0,1154,1154,301908,2004,835.14,1829.81,0.413,0.51,0.171,0.0,0.982,0.52,70.4542,1363.8456,4.8846,0.0209,1154 2004,857,201,227,1115,1595
11012,934,301908,0,1154,1154,301908,2005,545.47,2375.27,0.413,0.51,0.171,0.0,0.982,0.52,70.4542,1363.8456,4.8846,0.0209,1154 2005,977,30,257,693,2288
12991,934,301908,0,1154,1154,301908,2006,306.87,2682.14,0.413,0.51,0.171,0.0,0.982,0.52,70.4542,1363.8456,4.8846,0.0209,1154 2006,1251,11,268,556,2844
14970,934,301908,0,1154,1154,301908,2007,598.14,3280.29,0.413,0.51,0.171,0.0,0.982,0.52,70.4542,1363.8456,4.8846,0.0209,1154 2007,1797,25,293,460,3304
16949,934,301908,0,1154,1154,301908,2008,621.29,3901.57,0.413,0.51,0.171,0.0,0.982,0.52,70.4542,1363.8456,4.8846,0.0209,1154 2008,1065,17,310,476,3780
18928,934,301908,0,1154,1154,301908,2009,1207.12,5108.7,0.413,0.51,0.171,0.0,0.982,0.52,70.4542,1363.8456,4.8846,0.0209,1154 2009,1286,118,428,1435,5215
20907,934,301908,0,1154,1154,301908,2010,476.51,5585.21,0.413,0.51,0.171,0.0,0.982,0.52,70.4542,1363.8456,4.8846,0.0209,1154 2010,1335,27,456,757,5972
22886,934,301908,0,1154,1154,301908,2011,1045.6,6630.81,0.413,0.51,0.171,0.0,0.982,0.52,70.4542,1363.8456,4.8846,0.0209,1154 2011,1739,49,505,673,6645
24865,934,301908,0,1154,1154,301908,2012,857.62,7488.43,0.413,0.51,0.171,0.0,0.982,0.52,70.4542,1363.8456,4.8846,0.0209,1154 2012,1126,45,550,514,7159
26844,934,301908,0,1154,1154,301908,2013,2012.37,9500.8,0.413,0.51,0.171,0.0,0.982,0.52,70.4542,1363.8456,4.8846,0.0209,1154 2013,1299,75,624,1589,8748
28823,934,301908,0,1154,1154,301908,2014,2335.95,11836.75,0.413,0.51,0.171,0.0,0.982,0.52,70.4542,1363.8456,4.8846,0.0209,1154 2014,1110,105,730,1739,10486
30802,934,301908,0,1154,1154,301908,2015,1982.76,13819.51,0.413,0.51,0.171,0.0,0.982,0.52,70.4542,1363.8456,4.8846,0.0209,1154 2015,1422,75,805,1653,12140
32781,934,301908,0,1154,1154,301908,2016,689.95,14509.46,0.413,0.51,0.171,0.0,0.982,0.52,70.4542,1363.8456,4.8846,0.0209,1154 2016,642,33,838,586,12726
34760,934,301908,0,1154,1154,301908,2017,1957.43,16466.89,0.413,0.51,0.171,0.0,0.982,0.52,70.4542,1363.8456,4.8846,0.0209,1154 2017,672,201,1039,3316,16043
36739,934,301908,0,1154,1154,301908,2018,2997.53,19464.42,0.413,0.51,0.171,0.0,0.982,0.52,70.4542,1363.8456,4.8846,0.0209,1154 2018,785,193,1232,3135,19177
38718,934,301908,0,1154,1154,301908,2019,1710.59,21175.01,0.413,0.51,0.171,0.0,0.982,0.52,70.4542,1363.8456,4.8846,0.0209,1154 2019,896,100,1332,1638,20815
40697,934,301908,0,1154,1154,301908,2020,2027.36,23202.37,0.413,0.51,0.171,0.0,0.982,0.52,70.4542,1363.8456,4.8846,0.0209,1154 2020,1421,105,1437,1591,22407
3097,934,302112,0,1155,1155,302112,2001,143.89,143.89,0.874,0.0,0.095,0.0,0.334,0.98,947.1359,1106.6231,3.4493,0.0426,1155 2001,1536,9,9,172,172
5076,934,302112,0,1155,1155,302112,2002,19.11,163.01,0.874,0.0,0.095,0.0,0.334,0.98,947.1359,1106.6231,3.4493,0.0426,1155 2002,2020,1,10,50,222
7055,934,302112,0,1155,1155,302112,2003,2.32,165.33,0.874,0.0,0.095,0.0,0.334,0.98,947.1359,1106.6231,3.4493,0.0426,1155 2003,1843,0,10,1,222
9034,934,302112,0,1155,1155,302112,2004,56.13,221.46,0.874,0.0,0.095,0.0,0.334,0.98,947.1359,1106.6231,3.4493,0.0426,1155 2004,1722,3,13,127,349
11013,934,302112,0,1155,1155,302112,2005,21.88,243.34,0.874,0.0,0.095,0.0,0.334,0.98,947.1359,1106.6231,3.4493,0.0426,1155 2005,1078,0,13,34,382
12992,934,302112,0,1155,1155,302112,2006,31.44,274.78,0.874,0.0,0.095,0.0,0.334,0.98,947.1359,1106.6231,3.4493,0.0426,1155 2006,1949,0,13,42,424
14971,934,302112,0,1155,1155,302112,2007,19.56,294.34,0.874,0.0,0.095,0.0,0.334,0.98,947.1359,1106.6231,3.4493,0.0426,1155 2007,1526,0,13,56,480
16950,934,302112,0,1155,1155,302112,2008,12.48,306.82,0.874,0.0,0.095,0.0,0.334,0.98,947.1359,1106.6231,3.4493,0.0426,1155 2008,1739,0,13,53,533
18929,934,302112,0,1155,1155,302112,2009,8.34,315.15,0.874,0.0,0.095,0.0,0.334,0.98,947.1359,1106.6231,3.4493,0.0426,1155 2009,1460,3,16,36,569
20908,934,302112,0,1155,1155,302112,2010,48.61,363.77,0.874,0.0,0.095,0.0,0.334,0.98,947.1359,1106.6231,3.4493,0.0426,1155 2010,1611,3,19,100,669
22887,934,302112,0,1155,1155,302112,2011,23.94,387.71,0.874,0.0,0.095,0.0,0.334,0.98,947.1359,1106.6231,3.4493,0.0426,1155 2011,1542,3,22,102,771
24866,934,302112,0,1155,1155,302112,2012,19.55,407.26,0.874,0.0,0.095,0.0,0.334,0.98,947.1359,1106.6231,3.4493,0.0426,1155 2012,1071,1,24,41,812
26845,934,302112,0,1155,1155,302112,2013,58.4,465.66,0.874,0.0,0.095,0.0,0.334,0.98,947.1359,1106.6231,3.4493,0.0426,1155 2013,1022,3,27,128,940
28824,934,302112,0,1155,1155,302112,2014,108.98,574.64,0.874,0.0,0.095,0.0,0.334,0.98,947.1359,1106.6231,3.4493,0.0426,1155 2014,1017,6,33,307,1247
30803,934,302112,0,1155,1155,302112,2015,25.31,599.95,0.874,0.0,0.095,0.0,0.334,0.98,947.1359,1106.6231,3.4493,0.0426,1155 2015,1097,11,44,221,1468
32782,934,302112,0,1155,1155,302112,2016,87.1,687.05,0.874,0.0,0.095,0.0,0.334,0.98,947.1359,1106.6231,3.4493,0.0426,1155 2016,1008,7,51,304,1773
34761,934,302112,0,1155,1155,302112,2017,114.96,802.0,0.874,0.0,0.095,0.0,0.334,0.98,947.1359,1106.6231,3.4493,0.0426,1155 2017,1117,21,72,462,2235
36740,934,302112,0,1155,1155,302112,2018,331.83,1133.83,0.874,0.0,0.095,0.0,0.334,0.98,947.1359,1106.6231,3.4493,0.0426,1155 2018,1127,44,116,879,3114
38719,934,302112,0,1155,1155,302112,2019,60.16,1193.99,0.874,0.0,0.095,0.0,0.334,0.98,947.1359,1106.6231,3.4493,0.0426,1155 2019,1289,10,127,438,3552
40698,934,302112,0,1155,1155,302112,2020,67.88,1261.88,0.874,0.0,0.095,0.0,0.334,0.98,947.1359,1106.6231,3.4493,0.0426,1155 2020,1556,9,136,488,4040
3098,934,303330,0,1156,1156,303330,2001,1104.88,1104.88,0.0,0.0,0.951,0.03,1.0,0.63,73.552,613.0,4.0325,0.0138,1156 2001,694,91,91,868,868
5077,934,303330,0,1156,1156,303330,2002,5450.52,6555.4,0.0,0.0,0.951,0.03,1.0,0.63,73.552,613.0,4.0325,0.0138,1156 2002,1777,317,409,2753,3621
7056,934,303330,0,1156,1156,303330,2003,170.37,6725.77,0.0,0.0,0.951,0.03,1.0,0.63,73.552,613.0,4.0325,0.0138,1156 2003,1021,15,424,133,3754
9035,934,303330,0,1156,1156,303330,2004,1724.62,8450.39,0.0,0.0,0.951,0.03,1.0,0.63,73.552,613.0,4.0325,0.0138,1156 2004,1220,102,526,951,4706
11014,934,303330,0,1156,1156,303330,2005,2472.63,10923.01,0.0,0.0,0.951,0.03,1.0,0.63,73.552,613.0,4.0325,0.0138,1156 2005,1292,134,659,1177,5883
12993,934,303330,0,1156,1156,303330,2006,2147.84,13070.85,0.0,0.0,0.951,0.03,1.0,0.63,73.552,613.0,4.0325,0.0138,1156 2006,1855,89,748,1041,6924
14972,934,303330,0,1156,1156,303330,2007,259.52,13330.37,0.0,0.0,0.951,0.03,1.0,0.63,73.552,613.0,4.0325,0.0138,1156 2007,1503,12,760,223,7146
16951,934,303330,0,1156,1156,303330,2008,4836.94,18167.31,0.0,0.0,0.951,0.03,1.0,0.63,73.552,613.0,4.0325,0.0138,1156 2008,1387,176,936,1919,9066
18930,934,303330,0,1156,1156,303330,2009,546.06,18713.37,0.0,0.0,0.951,0.03,1.0,0.63,73.552,613.0,4.0325,0.0138,1156 2009,1717,12,948,354,9420
20909,934,303330,0,1156,1156,303330,2010,8249.35,26962.72,0.0,0.0,0.951,0.03,1.0,0.63,73.552,613.0,4.0325,0.0138,1156 2010,1758,496,1444,4073,13492
22888,934,303330,0,1156,1156,303330,2011,127.57,27090.29,0.0,0.0,0.951,0.03,1.0,0.63,73.552,613.0,4.0325,0.0138,1156 2011,1299,2,1446,22,13515
24867,934,303330,0,1156,1156,303330,2012,2737.12,29827.41,0.0,0.0,0.951,0.03,1.0,0.63,73.552,613.0,4.0325,0.0138,1156 2012,1540,108,1554,1365,14880
26846,934,303330,0,1156,1156,303330,2013,4522.83,34350.24,0.0,0.0,0.951,0.03,1.0,0.63,73.552,613.0,4.0325,0.0138,1156 2013,1220,174,1728,2271,17151
28825,934,303330,0,1156,1156,303330,2014,4226.82,38577.06,0.0,0.0,0.951,0.03,1.0,0.63,73.552,613.0,4.0325,0.0138,1156 2014,1591,234,1962,2562,19713
30804,934,303330,0,1156,1156,303330,2015,4412.7,42989.76,0.0,0.0,0.951,0.03,1.0,0.63,73.552,613.0,4.0325,0.0138,1156 2015,1248,204,2166,2173,21886
32783,934,303330,0,1156,1156,303330,2016,5831.54,48821.3,0.0,0.0,0.951,0.03,1.0,0.63,73.552,613.0,4.0325,0.0138,1156 2016,1402,215,2381,2875,24761
34762,934,303330,0,1156,1156,303330,2017,10958.41,59779.71,0.0,0.0,0.951,0.03,1.0,0.63,73.552,613.0,4.0325,0.0138,1156 2017,1447,552,2933,5603,30364
36741,934,303330,0,1156,1156,303330,2018,7304.84,67084.55,0.0,0.0,0.951,0.03,1.0,0.63,73.552,613.0,4.0325,0.0138,1156 2018,1241,320,3253,3226,33590
38720,934,303330,0,1156,1156,303330,2019,5003.53,72088.08,0.0,0.0,0.951,0.03,1.0,0.63,73.552,613.0,4.0325,0.0138,1156 2019,1160,252,3505,2959,36549
40699,934,303330,0,1156,1156,303330,2020,7877.76,79965.84,0.0,0.0,0.951,0.03,1.0,0.63,73.552,613.0,4.0325,0.0138,1156 2020,1007,362,3866,3898,40447
3099,934,302659,0,1157,1157,302659,2001,344.41,344.41,0.0,0.0,0.004,0.0,0.0,0.78,457.6807,540.2544,1.4767,0.0389,1157 2001,1213,5,5,770,770
5078,934,302659,0,1157,1157,302659,2002,159.52,503.94,0.0,0.0,0.004,0.0,0.0,0.78,457.6807,540.2544,1.4767,0.0389,1157 2002,1392,6,12,459,1229
7057,934,302659,0,1157,1157,302659,2003,508.75,1012.68,0.0,0.0,0.004,0.0,0.0,0.78,457.6807,540.2544,1.4767,0.0389,1157 2003,1280,7,19,336,1565
9036,934,302659,0,1157,1157,302659,2004,263.66,1276.34,0.0,0.0,0.004,0.0,0.0,0.78,457.6807,540.2544,1.4767,0.0389,1157 2004,1092,7,26,287,1852
11015,934,302659,0,1157,1157,302659,2005,441.78,1718.12,0.0,0.0,0.004,0.0,0.0,0.78,457.6807,540.2544,1.4767,0.0389,1157 2005,1343,5,31,531,2382
12994,934,302659,0,1157,1157,302659,2006,195.8,1913.92,0.0,0.0,0.004,0.0,0.0,0.78,457.6807,540.2544,1.4767,0.0389,1157 2006,1781,17,48,242,2625
14973,934,302659,0,1157,1157,302659,2007,434.2,2348.12,0.0,0.0,0.004,0.0,0.0,0.78,457.6807,540.2544,1.4767,0.0389,1157 2007,1455,33,81,339,2964
16952,934,302659,0,1157,1157,302659,2008,0.8,2348.92,0.0,0.0,0.004,0.0,0.0,0.78,457.6807,540.2544,1.4767,0.0389,1157 2008,1484,0,81,0,2964
18931,934,302659,0,1157,1157,302659,2009,659.1,3008.02,0.0,0.0,0.004,0.0,0.0,0.78,457.6807,540.2544,1.4767,0.0389,1157 2009,1608,9,90,562,3526
20910,934,302659,0,1157,1157,302659,2010,499.84,3507.86,0.0,0.0,0.004,0.0,0.0,0.78,457.6807,540.2544,1.4767,0.0389,1157 2010,1635,20,110,395,3921
22889,934,302659,0,1157,1157,302659,2011,104.42,3612.28,0.0,0.0,0.004,0.0,0.0,0.78,457.6807,540.2544,1.4767,0.0389,1157 2011,1973,7,118,92,4013
24868,934,302659,0,1157,1157,302659,2012,197.25,3809.53,0.0,0.0,0.004,0.0,0.0,0.78,457.6807,540.2544,1.4767,0.0389,1157 2012,1290,2,119,186,4199
26847,934,302659,0,1157,1157,302659,2013,608.65,4418.17,0.0,0.0,0.004,0.0,0.0,0.78,457.6807,540.2544,1.4767,0.0389,1157 2013,1443,23,142,735,4934
28826,934,302659,0,1157,1157,302659,2014,504.59,4922.76,0.0,0.0,0.004,0.0,0.0,0.78,457.6807,540.2544,1.4767,0.0389,1157 2014,999,7,149,537,5471
30805,934,302659,0,1157,1157,302659,2015,694.94,5617.71,0.0,0.0,0.004,0.0,0.0,0.78,457.6807,540.2544,1.4767,0.0389,1157 2015,980,2,152,517,5988
32784,934,302659,0,1157,1157,302659,2016,1061.63,6679.33,0.0,0.0,0.004,0.0,0.0,0.78,457.6807,540.2544,1.4767,0.0389,1157 2016,1034,62,214,1026,7014
34763,934,302659,0,1157,1157,302659,2017,503.29,7182.62,0.0,0.0,0.004,0.0,0.0,0.78,457.6807,540.2544,1.4767,0.0389,1157 2017,1208,42,256,626,7640
36742,934,302659,0,1157,1157,302659,2018,612.12,7794.75,0.0,0.0,0.004,0.0,0.0,0.78,457.6807,540.2544,1.4767,0.0389,1157 2018,866,18,274,801,8441
38721,934,302659,0,1157,1157,302659,2019,621.23,8415.97,0.0,0.0,0.004,0.0,0.0,0.78,457.6807,540.2544,1.4767,0.0389,1157 2019,969,17,291,881,9322
40700,934,302659,0,1157,1157,302659,2020,851.64,9267.61,0.0,0.0,0.004,0.0,0.0,0.78,457.6807,540.2544,1.4767,0.0389,1157 2020,1137,23,314,749,10071
3100,934,301924,0,1158,1158,301924,2001,3084.75,3084.75,0.993,0.0,0.952,0.0,0.786,0.97,269.5533,937.4497,2.5694,0.0417,1158 2001,1997,234,234,2495,2495
5079,934,301924,0,1158,1158,301924,2002,480.97,3565.72,0.993,0.0,0.952,0.0,0.786,0.97,269.5533,937.4497,2.5694,0.0417,1158 2002,1207,45,278,456,2951
7058,934,301924,0,1158,1158,301924,2003,621.92,4187.64,0.993,0.0,0.952,0.0,0.786,0.97,269.5533,937.4497,2.5694,0.0417,1158 2003,1559,98,377,622,3573
9037,934,301924,0,1158,1158,301924,2004,888.18,5075.82,0.993,0.0,0.952,0.0,0.786,0.97,269.5533,937.4497,2.5694,0.0417,1158 2004,1048,151,528,2303,5875
