Unnamed: 0,ID,KML_ha,REDD,fid,polygon_ID,polygon_ha,year,def,defc,pa,IL,mine,palm,river,road,urban,tree,access,dem,slope,fric,mm_ID,mm,buf1k_def,buf1k_defc,buf10k_def,buf10k_defc
64596,1566,1753035,0,7610,7610,1724344,2006,2090.37,12500.69,0.222,0.0,0.003,0.066,0.0582,0.0209,0.0718,0.46,59.3831,2503.692,12.249,0.0022,7610 2006,2172,35,296,623,4025
73923,1566,1753035,0,7610,7610,1724344,2007,4206.5,16707.19,0.222,0.0,0.003,0.066,0.0582,0.0209,0.0718,0.46,59.3831,2503.692,12.249,0.0022,7610 2007,1948,109,406,958,4983
83250,1566,1753035,0,7610,7610,1724344,2008,2249.48,18956.67,0.222,0.0,0.003,0.066,0.0582,0.0209,0.0718,0.46,59.3831,2503.692,12.249,0.0022,7610 2008,2408,44,449,733,5716
92577,1566,1753035,0,7610,7610,1724344,2009,4692.61,23649.28,0.222,0.0,0.003,0.066,0.0582,0.0209,0.0718,0.46,59.3831,2503.692,12.249,0.0022,7610 2009,1821,130,580,1419,7134
101904,1566,1753035,0,7610,7610,1724344,2010,2591.2,26240.49,0.222,0.0,0.003,0.066,0.0582,0.0209,0.0718,0.46,59.3831,2503.692,12.249,0.0022,7610 2010,2347,101,680,1111,8245
111231,1566,1753035,0,7610,7610,1724344,2011,1782.82,28023.31,0.222,0.0,0.003,0.066,0.0582,0.0209,0.0718,0.46,59.3831,2503.692,12.249,0.0022,7610 2011,2634,103,783,656,8901
120558,1566,1753035,0,7610,7610,1724344,2012,2276.25,30299.55,0.222,0.0,0.003,0.066,0.0582,0.0209,0.0718,0.46,59.3831,2503.692,12.249,0.0022,7610 2012,1605,62,845,556,9457
129885,1566,1753035,0,7610,7610,1724344,2013,918.47,31218.03,0.222,0.0,0.003,0.066,0.0582,0.0209,0.0718,0.46,59.3831,2503.692,12.249,0.0022,7610 2013,1592,48,893,327,9784
139212,1566,1753035,0,7610,7610,1724344,2014,974.39,32192.42,0.222,0.0,0.003,0.066,0.0582,0.0209,0.0718,0.46,59.3831,2503.692,12.249,0.0022,7610 2014,1566,44,938,456,10240
148539,1566,1753035,0,7610,7610,1724344,2015,474.43,32666.84,0.222,0.0,0.003,0.066,0.0582,0.0209,0.0718,0.46,59.3831,2503.692,12.249,0.0022,7610 2015,1311,28,966,264,10505
157866,1566,1753035,0,7610,7610,1724344,2016,796.33,33463.18,0.222,0.0,0.003,0.066,0.0582,0.0209,0.0718,0.46,59.3831,2503.692,12.249,0.0022,7610 2016,1511,32,998,377,10882
167193,1566,1753035,0,7610,7610,1724344,2017,1402.42,34865.6,0.222,0.0,0.003,0.066,0.0582,0.0209,0.0718,0.46,59.3831,2503.692,12.249,0.0022,7610 2017,1677,70,1067,954,11836
176520,1566,1753035,0,7610,7610,1724344,2018,869.68,35735.28,0.222,0.0,0.003,0.066,0.0582,0.0209,0.0718,0.46,59.3831,2503.692,12.249,0.0022,7610 2018,1742,51,1118,535,12371
185847,1566,1753035,0,7610,7610,1724344,2019,735.36,36470.64,0.222,0.0,0.003,0.066,0.0582,0.0209,0.0718,0.46,59.3831,2503.692,12.249,0.0022,7610 2019,1953,54,1172,442,12813
195174,1566,1753035,0,7610,7610,1724344,2020,809.73,37280.37,0.222,0.0,0.003,0.066,0.0582,0.0209,0.0718,0.46,59.3831,2503.692,12.249,0.0022,7610 2020,1916,24,1195,425,13238
17962,1566,1753035,0,7611,7611,1724344,2001,5748.47,5748.47,0.121,0.157,0.112,0.0,0.0574,0.0362,0.0957,0.71,131.4419,1783.5248,12.2467,0.0419,7611 2001,1866,334,334,2901,2901
27289,1566,1753035,0,7611,7611,1724344,2002,5857.63,11606.1,0.121,0.157,0.112,0.0,0.0574,0.0362,0.0957,0.71,131.4419,1783.5248,12.2467,0.0419,7611 2002,2601,275,609,2068,4970
36616,1566,1753035,0,7611,7611,1724344,2003,2582.9,14189.0,0.121,0.157,0.112,0.0,0.0574,0.0362,0.0957,0.71,131.4419,1783.5248,12.2467,0.0419,7611 2003,2878,81,690,950,5919
45943,1566,1753035,0,7611,7611,1724344,2004,3450.74,17639.74,0.121,0.157,0.112,0.0,0.0574,0.0362,0.0957,0.71,131.4419,1783.5248,12.2467,0.0419,7611 2004,1924,168,858,1462,7381
55270,1566,1753035,0,7611,7611,1724344,2005,3011.84,20651.58,0.121,0.157,0.112,0.0,0.0574,0.0362,0.0957,0.71,131.4419,1783.5248,12.2467,0.0419,7611 2005,1938,100,958,1374,8755
64597,1566,1753035,0,7611,7611,1724344,2006,2962.8,23614.38,0.121,0.157,0.112,0.0,0.0574,0.0362,0.0957,0.71,131.4419,1783.5248,12.2467,0.0419,7611 2006,2418,115,1072,1140,9896
73924,1566,1753035,0,7611,7611,1724344,2007,4593.13,28207.51,0.121,0.157,0.112,0.0,0.0574,0.0362,0.0957,0.71,131.4419,1783.5248,12.2467,0.0419,7611 2007,2497,153,1225,1711,11606
83251,1566,1753035,0,7611,7611,1724344,2008,4334.79,32542.29,0.121,0.157,0.112,0.0,0.0574,0.0362,0.0957,0.71,131.4419,1783.5248,12.2467,0.0419,7611 2008,3531,183,1408,1992,13598
92578,1566,1753035,0,7611,7611,1724344,2009,3040.92,35583.22,0.121,0.157,0.112,0.0,0.0574,0.0362,0.0957,0.71,131.4419,1783.5248,12.2467,0.0419,7611 2009,1875,169,1577,1702,15300
101905,1566,1753035,0,7611,7611,1724344,2010,3145.28,38728.5,0.121,0.157,0.112,0.0,0.0574,0.0362,0.0957,0.71,131.4419,1783.5248,12.2467,0.0419,7611 2010,3260,153,1730,1640,16940
111232,1566,1753035,0,7611,7611,1724344,2011,3690.12,42418.61,0.121,0.157,0.112,0.0,0.0574,0.0362,0.0957,0.71,131.4419,1783.5248,12.2467,0.0419,7611 2011,2967,234,1963,2256,19196
120559,1566,1753035,0,7611,7611,1724344,2012,4793.51,47212.12,0.121,0.157,0.112,0.0,0.0574,0.0362,0.0957,0.71,131.4419,1783.5248,12.2467,0.0419,7611 2012,2380,258,2221,2788,21984
129886,1566,1753035,0,7611,7611,1724344,2013,4469.13,51681.25,0.121,0.157,0.112,0.0,0.0574,0.0362,0.0957,0.71,131.4419,1783.5248,12.2467,0.0419,7611 2013,1968,224,2445,1857,23841
139213,1566,1753035,0,7611,7611,1724344,2014,2920.58,54601.83,0.121,0.157,0.112,0.0,0.0574,0.0362,0.0957,0.71,131.4419,1783.5248,12.2467,0.0419,7611 2014,2275,119,2564,1466,25307
148540,1566,1753035,0,7611,7611,1724344,2015,4770.46,59372.29,0.121,0.157,0.112,0.0,0.0574,0.0362,0.0957,0.71,131.4419,1783.5248,12.2467,0.0419,7611 2015,2468,286,2850,1963,27270
157867,1566,1753035,0,7611,7611,1724344,2016,7066.28,66438.57,0.121,0.157,0.112,0.0,0.0574,0.0362,0.0957,0.71,131.4419,1783.5248,12.2467,0.0419,7611 2016,2531,239,3089,2674,29944
167194,1566,1753035,0,7611,7611,1724344,2017,10997.15,77435.71,0.121,0.157,0.112,0.0,0.0574,0.0362,0.0957,0.71,131.4419,1783.5248,12.2467,0.0419,7611 2017,2756,427,3515,3836,33780
176521,1566,1753035,0,7611,7611,1724344,2018,5991.59,83427.3,0.121,0.157,0.112,0.0,0.0574,0.0362,0.0957,0.71,131.4419,1783.5248,12.2467,0.0419,7611 2018,2259,271,3786,2263,36043
185848,1566,1753035,0,7611,7611,1724344,2019,11348.06,94775.36,0.121,0.157,0.112,0.0,0.0574,0.0362,0.0957,0.71,131.4419,1783.5248,12.2467,0.0419,7611 2019,3399,493,4279,4512,40555
195175,1566,1753035,0,7611,7611,1724344,2020,12140.04,106915.4,0.121,0.157,0.112,0.0,0.0574,0.0362,0.0957,0.71,131.4419,1783.5248,12.2467,0.0419,7611 2020,2468,454,4733,4310,44865
17963,1566,1753035,0,7612,7612,1724344,2001,5538.06,5538.06,0.105,0.053,0.002,0.0,0.056,0.1239,0.2937,0.91,603.7669,246.0729,1.3425,0.0377,7612 2001,2674,510,510,3344,3344
27290,1566,1753035,0,7612,7612,1724344,2002,7599.15,13137.22,0.105,0.053,0.002,0.0,0.056,0.1239,0.2937,0.91,603.7669,246.0729,1.3425,0.0377,7612 2002,3614,500,1010,3809,7153
36617,1566,1753035,0,7612,7612,1724344,2003,2085.1,15222.32,0.105,0.053,0.002,0.0,0.056,0.1239,0.2937,0.91,603.7669,246.0729,1.3425,0.0377,7612 2003,3460,185,1195,1452,8604
45944,1566,1753035,0,7612,7612,1724344,2004,6235.9,21458.21,0.105,0.053,0.002,0.0,0.056,0.1239,0.2937,0.91,603.7669,246.0729,1.3425,0.0377,7612 2004,2788,308,1503,2668,11272
55271,1566,1753035,0,7612,7612,1724344,2005,6118.17,27576.39,0.105,0.053,0.002,0.0,0.056,0.1239,0.2937,0.91,603.7669,246.0729,1.3425,0.0377,7612 2005,2921,320,1823,2684,13956
64598,1566,1753035,0,7612,7612,1724344,2006,2427.76,30004.14,0.105,0.053,0.002,0.0,0.056,0.1239,0.2937,0.91,603.7669,246.0729,1.3425,0.0377,7612 2006,3425,164,1987,1534,15490
73925,1566,1753035,0,7612,7612,1724344,2007,7473.56,37477.7,0.105,0.053,0.002,0.0,0.056,0.1239,0.2937,0.91,603.7669,246.0729,1.3425,0.0377,7612 2007,3485,469,2456,4263,19753
83252,1566,1753035,0,7612,7612,1724344,2008,5752.29,43229.99,0.105,0.053,0.002,0.0,0.056,0.1239,0.2937,0.91,603.7669,246.0729,1.3425,0.0377,7612 2008,5070,397,2853,4270,24022
92579,1566,1753035,0,7612,7612,1724344,2009,5775.8,49005.79,0.105,0.053,0.002,0.0,0.056,0.1239,0.2937,0.91,603.7669,246.0729,1.3425,0.0377,7612 2009,2833,408,3261,3136,27159
101906,1566,1753035,0,7612,7612,1724344,2010,4947.0,53952.79,0.105,0.053,0.002,0.0,0.056,0.1239,0.2937,0.91,603.7669,246.0729,1.3425,0.0377,7612 2010,4492,269,3530,2721,29879
111233,1566,1753035,0,7612,7612,1724344,2011,5778.75,59731.54,0.105,0.053,0.002,0.0,0.056,0.1239,0.2937,0.91,603.7669,246.0729,1.3425,0.0377,7612 2011,4254,399,3929,3286,33165
120560,1566,1753035,0,7612,7612,1724344,2012,8285.53,68017.06,0.105,0.053,0.002,0.0,0.056,0.1239,0.2937,0.91,603.7669,246.0729,1.3425,0.0377,7612 2012,3063,580,4509,3843,37008
129887,1566,1753035,0,7612,7612,1724344,2013,9015.04,77032.1,0.105,0.053,0.002,0.0,0.056,0.1239,0.2937,0.91,603.7669,246.0729,1.3425,0.0377,7612 2013,2679,447,4956,3826,40834
139214,1566,1753035,0,7612,7612,1724344,2014,10851.42,87883.52,0.105,0.053,0.002,0.0,0.056,0.1239,0.2937,0.91,603.7669,246.0729,1.3425,0.0377,7612 2014,3020,633,5589,4120,44955
148541,1566,1753035,0,7612,7612,1724344,2015,7090.79,94974.31,0.105,0.053,0.002,0.0,0.056,0.1239,0.2937,0.91,603.7669,246.0729,1.3425,0.0377,7612 2015,2630,445,6034,3797,48752
157868,1566,1753035,0,7612,7612,1724344,2016,12559.06,107533.38,0.105,0.053,0.002,0.0,0.056,0.1239,0.2937,0.91,603.7669,246.0729,1.3425,0.0377,7612 2016,3633,764,6798,6267,55018
167195,1566,1753035,0,7612,7612,1724344,2017,13318.1,120851.47,0.105,0.053,0.002,0.0,0.056,0.1239,0.2937,0.91,603.7669,246.0729,1.3425,0.0377,7612 2017,3405,674,7472,5936,60954
176522,1566,1753035,0,7612,7612,1724344,2018,17118.77,137970.24,0.105,0.053,0.002,0.0,0.056,0.1239,0.2937,0.91,603.7669,246.0729,1.3425,0.0377,7612 2018,3137,746,8217,5961,66916
185849,1566,1753035,0,7612,7612,1724344,2019,11416.95,149387.2,0.105,0.053,0.002,0.0,0.056,0.1239,0.2937,0.91,603.7669,246.0729,1.3425,0.0377,7612 2019,4930,651,8869,6091,73006
195176,1566,1753035,0,7612,7612,1724344,2020,15745.25,165132.44,0.105,0.053,0.002,0.0,0.056,0.1239,0.2937,0.91,603.7669,246.0729,1.3425,0.0377,7612 2020,3312,810,9679,7540,80546
17964,1566,1753035,0,7613,7613,1724344,2001,6898.31,6898.31,0.183,0.293,0.002,0.0,0.2226,0.1398,0.2969,0.82,515.2951,204.5772,1.1393,0.0374,7613 2001,2541,149,149,1934,1934
27291,1566,1753035,0,7613,7613,1724344,2002,4292.78,11191.09,0.183,0.293,0.002,0.0,0.2226,0.1398,0.2969,0.82,515.2951,204.5772,1.1393,0.0374,7613 2002,3158,194,343,1643,3577
36618,1566,1753035,0,7613,7613,1724344,2003,2519.6,13710.69,0.183,0.293,0.002,0.0,0.2226,0.1398,0.2969,0.82,515.2951,204.5772,1.1393,0.0374,7613 2003,2638,84,427,895,4473
45945,1566,1753035,0,7613,7613,1724344,2004,5412.75,19123.44,0.183,0.293,0.002,0.0,0.2226,0.1398,0.2969,0.82,515.2951,204.5772,1.1393,0.0374,7613 2004,2869,228,655,2640,7112
55272,1566,1753035,0,7613,7613,1724344,2005,2676.45,21799.88,0.183,0.293,0.002,0.0,0.2226,0.1398,0.2969,0.82,515.2951,204.5772,1.1393,0.0374,7613 2005,2887,93,749,1057,8169
64599,1566,1753035,0,7613,7613,1724344,2006,7882.24,29682.12,0.183,0.293,0.002,0.0,0.2226,0.1398,0.2969,0.82,515.2951,204.5772,1.1393,0.0374,7613 2006,2883,224,973,2789,10957
73926,1566,1753035,0,7613,7613,1724344,2007,5568.23,35250.35,0.183,0.293,0.002,0.0,0.2226,0.1398,0.2969,0.82,515.2951,204.5772,1.1393,0.0374,7613 2007,2809,164,1137,1683,12640
83253,1566,1753035,0,7613,7613,1724344,2008,7803.01,43053.36,0.183,0.293,0.002,0.0,0.2226,0.1398,0.2969,0.82,515.2951,204.5772,1.1393,0.0374,7613 2008,3448,295,1432,2905,15545
92580,1566,1753035,0,7613,7613,1724344,2009,6742.86,49796.22,0.183,0.293,0.002,0.0,0.2226,0.1398,0.2969,0.82,515.2951,204.5772,1.1393,0.0374,7613 2009,2676,281,1713,2592,18137
101907,1566,1753035,0,7613,7613,1724344,2010,10196.86,59993.09,0.183,0.293,0.002,0.0,0.2226,0.1398,0.2969,0.82,515.2951,204.5772,1.1393,0.0374,7613 2010,3512,259,1971,2376,20513
111234,1566,1753035,0,7613,7613,1724344,2011,5215.05,65208.14,0.183,0.293,0.002,0.0,0.2226,0.1398,0.2969,0.82,515.2951,204.5772,1.1393,0.0374,7613 2011,3864,175,2147,1565,22078
120561,1566,1753035,0,7613,7613,1724344,2012,5427.86,70636.0,0.183,0.293,0.002,0.0,0.2226,0.1398,0.2969,0.82,515.2951,204.5772,1.1393,0.0374,7613 2012,2027,156,2303,1487,23565
129888,1566,1753035,0,7613,7613,1724344,2013,4539.8,75175.8,0.183,0.293,0.002,0.0,0.2226,0.1398,0.2969,0.82,515.2951,204.5772,1.1393,0.0374,7613 2013,2147,108,2411,1221,24786
139215,1566,1753035,0,7613,7613,1724344,2014,7089.61,82265.42,0.183,0.293,0.002,0.0,0.2226,0.1398,0.2969,0.82,515.2951,204.5772,1.1393,0.0374,7613 2014,2136,111,2523,1402,26187
148542,1566,1753035,0,7613,7613,1724344,2015,4287.74,86553.15,0.183,0.293,0.002,0.0,0.2226,0.1398,0.2969,0.82,515.2951,204.5772,1.1393,0.0374,7613 2015,1843,74,2596,913,27101
157869,1566,1753035,0,7613,7613,1724344,2016,8262.71,94815.86,0.183,0.293,0.002,0.0,0.2226,0.1398,0.2969,0.82,515.2951,204.5772,1.1393,0.0374,7613 2016,2639,202,2798,1636,28737
167196,1566,1753035,0,7613,7613,1724344,2017,19246.81,114062.67,0.183,0.293,0.002,0.0,0.2226,0.1398,0.2969,0.82,515.2951,204.5772,1.1393,0.0374,7613 2017,2648,297,3095,2791,31528
176523,1566,1753035,0,7613,7613,1724344,2018,19994.58,134057.25,0.183,0.293,0.002,0.0,0.2226,0.1398,0.2969,0.82,515.2951,204.5772,1.1393,0.0374,7613 2018,2613,331,3427,3307,34834
185850,1566,1753035,0,7613,7613,1724344,2019,15638.72,149695.97,0.183,0.293,0.002,0.0,0.2226,0.1398,0.2969,0.82,515.2951,204.5772,1.1393,0.0374,7613 2019,2850,379,3806,3344,38178
195177,1566,1753035,0,7613,7613,1724344,2020,16933.73,166629.7,0.183,0.293,0.002,0.0,0.2226,0.1398,0.2969,0.82,515.2951,204.5772,1.1393,0.0374,7613 2020,2579,296,4102,2670,40849
17965,1566,1753035,0,7614,7614,1724344,2001,3417.81,3417.81,0.066,0.005,0.0,0.04,0.1261,0.0038,0.08,0.17,44.0,26.5077,0.9249,0.003,7614 2001,1207,75,75,1188,1188
27292,1566,1753035,0,7614,7614,1724344,2002,1508.96,4926.77,0.066,0.005,0.0,0.04,0.1261,0.0038,0.08,0.17,44.0,26.5077,0.9249,0.003,7614 2002,1324,22,97,358,1546
36619,1566,1753035,0,7614,7614,1724344,2003,402.61,5329.38,0.066,0.005,0.0,0.04,0.1261,0.0038,0.08,0.17,44.0,26.5077,0.9249,0.003,7614 2003,1745,23,120,290,1836
45946,1566,1753035,0,7614,7614,1724344,2004,1410.8,6740.19,0.066,0.005,0.0,0.04,0.1261,0.0038,0.08,0.17,44.0,26.5077,0.9249,0.003,7614 2004,1745,54,174,608,2444
55273,1566,1753035,0,7614,7614,1724344,2005,823.55,7563.74,0.066,0.005,0.0,0.04,0.1261,0.0038,0.08,0.17,44.0,26.5077,0.9249,0.003,7614 2005,1526,28,202,510,2954
64600,1566,1753035,0,7614,7614,1724344,2006,559.63,8123.37,0.066,0.005,0.0,0.04,0.1261,0.0038,0.08,0.17,44.0,26.5077,0.9249,0.003,7614 2006,1391,23,226,352,3306
73927,1566,1753035,0,7614,7614,1724344,2007,687.92,8811.29,0.066,0.005,0.0,0.04,0.1261,0.0038,0.08,0.17,44.0,26.5077,0.9249,0.003,7614 2007,2290,12,237,302,3608
83254,1566,1753035,0,7614,7614,1724344,2008,3486.87,12298.16,0.066,0.005,0.0,0.04,0.1261,0.0038,0.08,0.17,44.0,26.5077,0.9249,0.003,7614 2008,1717,59,296,690,4298
92581,1566,1753035,0,7614,7614,1724344,2009,932.85,13231.01,0.066,0.005,0.0,0.04,0.1261,0.0038,0.08,0.17,44.0,26.5077,0.9249,0.003,7614 2009,1084,33,329,591,4889
101908,1566,1753035,0,7614,7614,1724344,2010,965.65,14196.66,0.066,0.005,0.0,0.04,0.1261,0.0038,0.08,0.17,44.0,26.5077,0.9249,0.003,7614 2010,2372,24,353,354,5243
111235,1566,1753035,0,7614,7614,1724344,2011,632.43,14829.09,0.066,0.005,0.0,0.04,0.1261,0.0038,0.08,0.17,44.0,26.5077,0.9249,0.003,7614 2011,2546,31,383,425,5668
120562,1566,1753035,0,7614,7614,1724344,2012,2145.46,16974.54,0.066,0.005,0.0,0.04,0.1261,0.0038,0.08,0.17,44.0,26.5077,0.9249,0.003,7614 2012,1431,45,429,603,6271
129889,1566,1753035,0,7614,7614,1724344,2013,643.48,17618.03,0.066,0.005,0.0,0.04,0.1261,0.0038,0.08,0.17,44.0,26.5077,0.9249,0.003,7614 2013,1232,16,444,390,6661
139216,1566,1753035,0,7614,7614,1724344,2014,1428.22,19046.25,0.066,0.005,0.0,0.04,0.1261,0.0038,0.08,0.17,44.0,26.5077,0.9249,0.003,7614 2014,954,50,495,552,7213
148543,1566,1753035,0,7614,7614,1724344,2015,199.07,19245.32,0.066,0.005,0.0,0.04,0.1261,0.0038,0.08,0.17,44.0,26.5077,0.9249,0.003,7614 2015,726,16,511,336,7549
157870,1566,1753035,0,7614,7614,1724344,2016,760.02,20005.34,0.066,0.005,0.0,0.04,0.1261,0.0038,0.08,0.17,44.0,26.5077,0.9249,0.003,7614 2016,1467,37,548,982,8531
167197,1566,1753035,0,7614,7614,1724344,2017,970.47,20975.81,0.066,0.005,0.0,0.04,0.1261,0.0038,0.08,0.17,44.0,26.5077,0.9249,0.003,7614 2017,1210,53,601,1581,10112
176524,1566,1753035,0,7614,7614,1724344,2018,585.5,21561.31,0.066,0.005,0.0,0.04,0.1261,0.0038,0.08,0.17,44.0,26.5077,0.9249,0.003,7614 2018,1394,77,679,871,10983
185851,1566,1753035,0,7614,7614,1724344,2019,893.02,22454.34,0.066,0.005,0.0,0.04,0.1261,0.0038,0.08,0.17,44.0,26.5077,0.9249,0.003,7614 2019,876,26,705,594,11576
195178,1566,1753035,0,7614,7614,1724344,2020,807.02,23261.36,0.066,0.005,0.0,0.04,0.1261,0.0038,0.08,0.17,44.0,26.5077,0.9249,0.003,7614 2020,1189,48,753,600,12176
17966,1566,1753035,0,7615,7615,1724344,2001,267.11,267.11,0.03,0.894,0.014,0.0,0.1175,0.2686,0.4065,0.99,2951.315,192.5668,1.6926,0.0378,7615 2001,3007,6,6,201,201
27293,1566,1753035,0,7615,7615,1724344,2002,273.25,540.37,0.03,0.894,0.014,0.0,0.1175,0.2686,0.4065,0.99,2951.315,192.5668,1.6926,0.0378,7615 2002,3830,4,10,97,298
36620,1566,1753035,0,7615,7615,1724344,2003,330.25,870.62,0.03,0.894,0.014,0.0,0.1175,0.2686,0.4065,0.99,2951.315,192.5668,1.6926,0.0378,7615 2003,3080,10,20,123,422
45947,1566,1753035,0,7615,7615,1724344,2004,566.68,1437.29,0.03,0.894,0.014,0.0,0.1175,0.2686,0.4065,0.99,2951.315,192.5668,1.6926,0.0378,7615 2004,3158,14,34,251,673
55274,1566,1753035,0,7615,7615,1724344,2005,292.25,1729.54,0.03,0.894,0.014,0.0,0.1175,0.2686,0.4065,0.99,2951.315,192.5668,1.6926,0.0378,7615 2005,3147,10,44,75,748
64601,1566,1753035,0,7615,7615,1724344,2006,263.8,1993.34,0.03,0.894,0.014,0.0,0.1175,0.2686,0.4065,0.99,2951.315,192.5668,1.6926,0.0378,7615 2006,3151,13,57,91,839
73928,1566,1753035,0,7615,7615,1724344,2007,367.71,2361.06,0.03,0.894,0.014,0.0,0.1175,0.2686,0.4065,0.99,2951.315,192.5668,1.6926,0.0378,7615 2007,3015,12,69,194,1032
83255,1566,1753035,0,7615,7615,1724344,2008,370.97,2732.03,0.03,0.894,0.014,0.0,0.1175,0.2686,0.4065,0.99,2951.315,192.5668,1.6926,0.0378,7615 2008,3182,12,81,186,1218
92582,1566,1753035,0,7615,7615,1724344,2009,102.73,2834.76,0.03,0.894,0.014,0.0,0.1175,0.2686,0.4065,0.99,2951.315,192.5668,1.6926,0.0378,7615 2009,3003,4,85,93,1311
101909,1566,1753035,0,7615,7615,1724344,2010,478.99,3313.75,0.03,0.894,0.014,0.0,0.1175,0.2686,0.4065,0.99,2951.315,192.5668,1.6926,0.0378,7615 2010,3281,5,90,133,1444
111236,1566,1753035,0,7615,7615,1724344,2011,168.0,3481.75,0.03,0.894,0.014,0.0,0.1175,0.2686,0.4065,0.99,2951.315,192.5668,1.6926,0.0378,7615 2011,3101,2,92,90,1534
120563,1566,1753035,0,7615,7615,1724344,2012,214.82,3696.57,0.03,0.894,0.014,0.0,0.1175,0.2686,0.4065,0.99,2951.315,192.5668,1.6926,0.0378,7615 2012,2455,19,112,166,1700
129890,1566,1753035,0,7615,7615,1724344,2013,342.29,4038.86,0.03,0.894,0.014,0.0,0.1175,0.2686,0.4065,0.99,2951.315,192.5668,1.6926,0.0378,7615 2013,2740,15,126,199,1899
139217,1566,1753035,0,7615,7615,1724344,2014,492.1,4530.95,0.03,0.894,0.014,0.0,0.1175,0.2686,0.4065,0.99,2951.315,192.5668,1.6926,0.0378,7615 2014,2728,8,135,264,2163
148544,1566,1753035,0,7615,7615,1724344,2015,174.6,4705.55,0.03,0.894,0.014,0.0,0.1175,0.2686,0.4065,0.99,2951.315,192.5668,1.6926,0.0378,7615 2015,2976,6,141,81,2244
157871,1566,1753035,0,7615,7615,1724344,2016,427.87,5133.42,0.03,0.894,0.014,0.0,0.1175,0.2686,0.4065,0.99,2951.315,192.5668,1.6926,0.0378,7615 2016,3430,9,150,305,2549
167198,1566,1753035,0,7615,7615,1724344,2017,491.72,5625.14,0.03,0.894,0.014,0.0,0.1175,0.2686,0.4065,0.99,2951.315,192.5668,1.6926,0.0378,7615 2017,3740,21,171,299,2848
176525,1566,1753035,0,7615,7615,1724344,2018,318.36,5943.51,0.03,0.894,0.014,0.0,0.1175,0.2686,0.4065,0.99,2951.315,192.5668,1.6926,0.0378,7615 2018,3021,15,187,256,3104
185852,1566,1753035,0,7615,7615,1724344,2019,369.26,6312.77,0.03,0.894,0.014,0.0,0.1175,0.2686,0.4065,0.99,2951.315,192.5668,1.6926,0.0378,7615 2019,3789,18,205,174,3278
195179,1566,1753035,0,7615,7615,1724344,2020,698.96,7011.73,0.03,0.894,0.014,0.0,0.1175,0.2686,0.4065,0.99,2951.315,192.5668,1.6926,0.0378,7615 2020,2784,32,236,297,3575
17967,1566,1753035,0,7616,7616,1724344,2001,7311.04,7311.04,0.015,0.158,0.0,0.069,0.0833,0.0551,0.121,0.79,451.4543,687.1351,10.7509,0.0399,7616 2001,2270,242,242,2225,2225
27294,1566,1753035,0,7616,7616,1724344,2002,3597.26,10908.3,0.015,0.158,0.0,0.069,0.0833,0.0551,0.121,0.79,451.4543,687.1351,10.7509,0.0399,7616 2002,2987,110,351,1212,3437
36621,1566,1753035,0,7616,7616,1724344,2003,1443.72,12352.02,0.015,0.158,0.0,0.069,0.0833,0.0551,0.121,0.79,451.4543,687.1351,10.7509,0.0399,7616 2003,3237,20,371,249,3685
45948,1566,1753035,0,7616,7616,1724344,2004,6319.9,18671.92,0.015,0.158,0.0,0.069,0.0833,0.0551,0.121,0.79,451.4543,687.1351,10.7509,0.0399,7616 2004,2196,120,492,1348,5033
55275,1566,1753035,0,7616,7616,1724344,2005,1266.35,19938.27,0.015,0.158,0.0,0.069,0.0833,0.0551,0.121,0.79,451.4543,687.1351,10.7509,0.0399,7616 2005,2166,36,528,436,5469
64602,1566,1753035,0,7616,7616,1724344,2006,3526.22,23464.49,0.015,0.158,0.0,0.069,0.0833,0.0551,0.121,0.79,451.4543,687.1351,10.7509,0.0399,7616 2006,2830,111,638,1130,6599
73929,1566,1753035,0,7616,7616,1724344,2007,2445.05,25909.54,0.015,0.158,0.0,0.069,0.0833,0.0551,0.121,0.79,451.4543,687.1351,10.7509,0.0399,7616 2007,2751,57,696,610,7209
83256,1566,1753035,0,7616,7616,1724344,2008,1626.81,27536.35,0.015,0.158,0.0,0.069,0.0833,0.0551,0.121,0.79,451.4543,687.1351,10.7509,0.0399,7616 2008,3921,106,802,1048,8257
92583,1566,1753035,0,7616,7616,1724344,2009,3336.37,30872.72,0.015,0.158,0.0,0.069,0.0833,0.0551,0.121,0.79,451.4543,687.1351,10.7509,0.0399,7616 2009,2082,94,896,1220,9476
101910,1566,1753035,0,7616,7616,1724344,2010,1848.65,32721.37,0.015,0.158,0.0,0.069,0.0833,0.0551,0.121,0.79,451.4543,687.1351,10.7509,0.0399,7616 2010,3555,61,957,531,10007
111237,1566,1753035,0,7616,7616,1724344,2011,987.17,33708.54,0.015,0.158,0.0,0.069,0.0833,0.0551,0.121,0.79,451.4543,687.1351,10.7509,0.0399,7616 2011,3210,38,994,435,10442
120564,1566,1753035,0,7616,7616,1724344,2012,4091.92,37800.46,0.015,0.158,0.0,0.069,0.0833,0.0551,0.121,0.79,451.4543,687.1351,10.7509,0.0399,7616 2012,2901,85,1079,1106,11548
129891,1566,1753035,0,7616,7616,1724344,2013,937.74,38738.2,0.015,0.158,0.0,0.069,0.0833,0.0551,0.121,0.79,451.4543,687.1351,10.7509,0.0399,7616 2013,2408,36,1115,459,12007
