Unnamed: 0,ID,KML_ha,REDD,fid,polygon_ID,polygon_ha,year,def,defc,pa,IL,mine,palm,river,road,urban,tree,access,dem,slope,fric,mm_ID,mm,buf1k_def,buf1k_defc,buf10k_def,buf10k_defc
9329,1566,1758114,1,9326,9326,1758114,2001,702.66,702.66,0.0,0.901,0.002,0.0,0.0916,0.2754,0.6431,0.85,1607.2796,128.5187,1.0761,0.0372,9326 2001,2625,30,30,596,596
18656,1566,1758114,1,9326,9326,1758114,2002,804.48,1507.14,0.0,0.901,0.002,0.0,0.0916,0.2754,0.6431,0.85,1607.2796,128.5187,1.0761,0.0372,9326 2002,3211,50,80,1152,1749
27983,1566,1758114,1,9326,9326,1758114,2003,345.83,1852.97,0.0,0.901,0.002,0.0,0.0916,0.2754,0.6431,0.85,1607.2796,128.5187,1.0761,0.0372,9326 2003,3037,14,94,655,2403
37310,1566,1758114,1,9326,9326,1758114,2004,1015.84,2868.81,0.0,0.901,0.002,0.0,0.0916,0.2754,0.6431,0.85,1607.2796,128.5187,1.0761,0.0372,9326 2004,3001,33,126,1062,3465
46637,1566,1758114,1,9326,9326,1758114,2005,771.28,3640.1,0.0,0.901,0.002,0.0,0.0916,0.2754,0.6431,0.85,1607.2796,128.5187,1.0761,0.0372,9326 2005,2757,35,161,704,4169
55964,1566,1758114,1,9326,9326,1758114,2006,350.72,3990.82,0.0,0.901,0.002,0.0,0.0916,0.2754,0.6431,0.85,1607.2796,128.5187,1.0761,0.0372,9326 2006,2507,8,170,623,4793
65291,1566,1758114,1,9326,9326,1758114,2007,911.16,4901.98,0.0,0.901,0.002,0.0,0.0916,0.2754,0.6431,0.85,1607.2796,128.5187,1.0761,0.0372,9326 2007,2804,80,249,566,5359
74618,1566,1758114,1,9326,9326,1758114,2008,1019.24,5921.21,0.0,0.901,0.002,0.0,0.0916,0.2754,0.6431,0.85,1607.2796,128.5187,1.0761,0.0372,9326 2008,3274,19,268,540,5899
83945,1566,1758114,1,9326,9326,1758114,2009,831.64,6752.86,0.0,0.901,0.002,0.0,0.0916,0.2754,0.6431,0.85,1607.2796,128.5187,1.0761,0.0372,9326 2009,2180,35,303,537,6436
93272,1566,1758114,1,9326,9326,1758114,2010,686.73,7439.59,0.0,0.901,0.002,0.0,0.0916,0.2754,0.6431,0.85,1607.2796,128.5187,1.0761,0.0372,9326 2010,3317,35,338,580,7016
102599,1566,1758114,1,9326,9326,1758114,2011,526.37,7965.96,0.0,0.901,0.002,0.0,0.0916,0.2754,0.6431,0.85,1607.2796,128.5187,1.0761,0.0372,9326 2011,3075,27,366,354,7371
111926,1566,1758114,1,9326,9326,1758114,2012,827.26,8793.22,0.0,0.901,0.002,0.0,0.0916,0.2754,0.6431,0.85,1607.2796,128.5187,1.0761,0.0372,9326 2012,2148,25,391,476,7846
121253,1566,1758114,1,9326,9326,1758114,2013,769.99,9563.2,0.0,0.901,0.002,0.0,0.0916,0.2754,0.6431,0.85,1607.2796,128.5187,1.0761,0.0372,9326 2013,2893,22,413,548,8395
130580,1566,1758114,1,9326,9326,1758114,2014,1178.56,10741.76,0.0,0.901,0.002,0.0,0.0916,0.2754,0.6431,0.85,1607.2796,128.5187,1.0761,0.0372,9326 2014,2783,127,540,894,9288
139907,1566,1758114,1,9326,9326,1758114,2015,823.23,11564.99,0.0,0.901,0.002,0.0,0.0916,0.2754,0.6431,0.85,1607.2796,128.5187,1.0761,0.0372,9326 2015,2870,28,568,638,9926
149234,1566,1758114,1,9326,9326,1758114,2016,1334.94,12899.94,0.0,0.901,0.002,0.0,0.0916,0.2754,0.6431,0.85,1607.2796,128.5187,1.0761,0.0372,9326 2016,2957,42,610,892,10818
158561,1566,1758114,1,9326,9326,1758114,2017,2026.4,14926.34,0.0,0.901,0.002,0.0,0.0916,0.2754,0.6431,0.85,1607.2796,128.5187,1.0761,0.0372,9326 2017,2923,70,680,1442,12260
167888,1566,1758114,1,9326,9326,1758114,2018,3084.37,18010.71,0.0,0.901,0.002,0.0,0.0916,0.2754,0.6431,0.85,1607.2796,128.5187,1.0761,0.0372,9326 2018,3320,120,800,1999,14259
177215,1566,1758114,1,9326,9326,1758114,2019,2412.5,20423.21,0.0,0.901,0.002,0.0,0.0916,0.2754,0.6431,0.85,1607.2796,128.5187,1.0761,0.0372,9326 2019,2925,126,926,1544,15803
186542,1566,1758114,1,9326,9326,1758114,2020,2050.16,22473.37,0.0,0.901,0.002,0.0,0.0916,0.2754,0.6431,0.85,1607.2796,128.5187,1.0761,0.0372,9326 2020,2486,88,1014,1566,17369
17815,1566,1753035,0,7657,7657,1724344,2001,89.17,89.17,0.24,0.154,0.0,0.0,0.1514,0.3398,0.3434,0.98,4327.3976,117.1908,1.1549,0.0375,7657 2001,3287,13,13,107,107
27142,1566,1753035,0,7657,7657,1724344,2002,63.58,152.76,0.24,0.154,0.0,0.0,0.1514,0.3398,0.3434,0.98,4327.3976,117.1908,1.1549,0.0375,7657 2002,3527,10,23,50,157
36469,1566,1753035,0,7657,7657,1724344,2003,56.26,209.01,0.24,0.154,0.0,0.0,0.1514,0.3398,0.3434,0.98,4327.3976,117.1908,1.1549,0.0375,7657 2003,3373,0,23,11,168
45796,1566,1753035,0,7657,7657,1724344,2004,66.88,275.9,0.24,0.154,0.0,0.0,0.1514,0.3398,0.3434,0.98,4327.3976,117.1908,1.1549,0.0375,7657 2004,3399,7,30,49,217
55123,1566,1753035,0,7657,7657,1724344,2005,93.72,369.61,0.24,0.154,0.0,0.0,0.1514,0.3398,0.3434,0.98,4327.3976,117.1908,1.1549,0.0375,7657 2005,3243,10,40,72,290
64450,1566,1753035,0,7657,7657,1724344,2006,98.22,467.83,0.24,0.154,0.0,0.0,0.1514,0.3398,0.3434,0.98,4327.3976,117.1908,1.1549,0.0375,7657 2006,4013,11,51,61,351
73777,1566,1753035,0,7657,7657,1724344,2007,107.51,575.34,0.24,0.154,0.0,0.0,0.1514,0.3398,0.3434,0.98,4327.3976,117.1908,1.1549,0.0375,7657 2007,3563,14,65,42,393
83104,1566,1753035,0,7657,7657,1724344,2008,39.19,614.53,0.24,0.154,0.0,0.0,0.1514,0.3398,0.3434,0.98,4327.3976,117.1908,1.1549,0.0375,7657 2008,3440,7,72,41,434
92431,1566,1753035,0,7657,7657,1724344,2009,211.21,825.74,0.24,0.154,0.0,0.0,0.1514,0.3398,0.3434,0.98,4327.3976,117.1908,1.1549,0.0375,7657 2009,3635,25,97,79,513
101758,1566,1753035,0,7657,7657,1724344,2010,146.86,972.6,0.24,0.154,0.0,0.0,0.1514,0.3398,0.3434,0.98,4327.3976,117.1908,1.1549,0.0375,7657 2010,2930,20,117,59,572
111085,1566,1753035,0,7657,7657,1724344,2011,86.33,1058.93,0.24,0.154,0.0,0.0,0.1514,0.3398,0.3434,0.98,4327.3976,117.1908,1.1549,0.0375,7657 2011,2940,15,132,40,612
120412,1566,1753035,0,7657,7657,1724344,2012,196.21,1255.14,0.24,0.154,0.0,0.0,0.1514,0.3398,0.3434,0.98,4327.3976,117.1908,1.1549,0.0375,7657 2012,2776,30,163,80,691
129739,1566,1753035,0,7657,7657,1724344,2013,115.46,1370.6,0.24,0.154,0.0,0.0,0.1514,0.3398,0.3434,0.98,4327.3976,117.1908,1.1549,0.0375,7657 2013,2752,18,181,72,764
139066,1566,1753035,0,7657,7657,1724344,2014,199.49,1570.09,0.24,0.154,0.0,0.0,0.1514,0.3398,0.3434,0.98,4327.3976,117.1908,1.1549,0.0375,7657 2014,3089,15,195,126,890
148393,1566,1753035,0,7657,7657,1724344,2015,237.66,1807.75,0.24,0.154,0.0,0.0,0.1514,0.3398,0.3434,0.98,4327.3976,117.1908,1.1549,0.0375,7657 2015,2337,29,225,124,1014
157720,1566,1753035,0,7657,7657,1724344,2016,217.71,2025.46,0.24,0.154,0.0,0.0,0.1514,0.3398,0.3434,0.98,4327.3976,117.1908,1.1549,0.0375,7657 2016,4238,17,241,166,1179
167047,1566,1753035,0,7657,7657,1724344,2017,346.14,2371.59,0.24,0.154,0.0,0.0,0.1514,0.3398,0.3434,0.98,4327.3976,117.1908,1.1549,0.0375,7657 2017,4239,24,265,101,1280
176374,1566,1753035,0,7657,7657,1724344,2018,133.27,2504.86,0.24,0.154,0.0,0.0,0.1514,0.3398,0.3434,0.98,4327.3976,117.1908,1.1549,0.0375,7657 2018,3337,18,283,77,1358
185701,1566,1753035,0,7657,7657,1724344,2019,191.9,2696.76,0.24,0.154,0.0,0.0,0.1514,0.3398,0.3434,0.98,4327.3976,117.1908,1.1549,0.0375,7657 2019,3729,23,306,152,1509
195028,1566,1753035,0,7657,7657,1724344,2020,450.12,3146.88,0.24,0.154,0.0,0.0,0.1514,0.3398,0.3434,0.98,4327.3976,117.1908,1.1549,0.0375,7657 2020,3097,17,323,238,1747
17816,1566,1753035,0,7658,7658,1724344,2001,757.67,757.67,0.0,0.931,0.036,0.0,0.129,0.2525,0.36,0.99,3271.5181,209.5351,1.3822,0.0378,7658 2001,3019,25,25,446,446
27143,1566,1753035,0,7658,7658,1724344,2002,628.64,1386.31,0.0,0.931,0.036,0.0,0.129,0.2525,0.36,0.99,3271.5181,209.5351,1.3822,0.0378,7658 2002,3985,35,60,631,1077
36470,1566,1753035,0,7658,7658,1724344,2003,685.73,2072.05,0.0,0.931,0.036,0.0,0.129,0.2525,0.36,0.99,3271.5181,209.5351,1.3822,0.0378,7658 2003,3122,51,111,445,1522
45797,1566,1753035,0,7658,7658,1724344,2004,1125.79,3197.84,0.0,0.931,0.036,0.0,0.129,0.2525,0.36,0.99,3271.5181,209.5351,1.3822,0.0378,7658 2004,3041,58,168,884,2406
55124,1566,1753035,0,7658,7658,1724344,2005,568.4,3766.24,0.0,0.931,0.036,0.0,0.129,0.2525,0.36,0.99,3271.5181,209.5351,1.3822,0.0378,7658 2005,3372,17,186,350,2756
64451,1566,1753035,0,7658,7658,1724344,2006,321.5,4087.74,0.0,0.931,0.036,0.0,0.129,0.2525,0.36,0.99,3271.5181,209.5351,1.3822,0.0378,7658 2006,3480,11,197,320,3077
73778,1566,1753035,0,7658,7658,1724344,2007,722.44,4810.17,0.0,0.931,0.036,0.0,0.129,0.2525,0.36,0.99,3271.5181,209.5351,1.3822,0.0378,7658 2007,3047,30,228,540,3617
83105,1566,1753035,0,7658,7658,1724344,2008,930.4,5740.57,0.0,0.931,0.036,0.0,0.129,0.2525,0.36,0.99,3271.5181,209.5351,1.3822,0.0378,7658 2008,3301,36,263,902,4519
92432,1566,1753035,0,7658,7658,1724344,2009,481.29,6221.86,0.0,0.931,0.036,0.0,0.129,0.2525,0.36,0.99,3271.5181,209.5351,1.3822,0.0378,7658 2009,3224,26,289,450,4969
101759,1566,1753035,0,7658,7658,1724344,2010,1162.34,7384.19,0.0,0.931,0.036,0.0,0.129,0.2525,0.36,0.99,3271.5181,209.5351,1.3822,0.0378,7658 2010,3163,65,354,727,5695
111086,1566,1753035,0,7658,7658,1724344,2011,380.61,7764.8,0.0,0.931,0.036,0.0,0.129,0.2525,0.36,0.99,3271.5181,209.5351,1.3822,0.0378,7658 2011,3043,26,380,345,6040
120413,1566,1753035,0,7658,7658,1724344,2012,726.94,8491.74,0.0,0.931,0.036,0.0,0.129,0.2525,0.36,0.99,3271.5181,209.5351,1.3822,0.0378,7658 2012,3247,22,402,482,6523
129740,1566,1753035,0,7658,7658,1724344,2013,1112.78,9604.52,0.0,0.931,0.036,0.0,0.129,0.2525,0.36,0.99,3271.5181,209.5351,1.3822,0.0378,7658 2013,3268,55,456,779,7301
139067,1566,1753035,0,7658,7658,1724344,2014,1482.24,11086.77,0.0,0.931,0.036,0.0,0.129,0.2525,0.36,0.99,3271.5181,209.5351,1.3822,0.0378,7658 2014,3181,77,533,938,8240
148394,1566,1753035,0,7658,7658,1724344,2015,615.73,11702.49,0.0,0.931,0.036,0.0,0.129,0.2525,0.36,0.99,3271.5181,209.5351,1.3822,0.0378,7658 2015,3326,44,577,440,8680
157721,1566,1753035,0,7658,7658,1724344,2016,1322.9,13025.39,0.0,0.931,0.036,0.0,0.129,0.2525,0.36,0.99,3271.5181,209.5351,1.3822,0.0378,7658 2016,4021,61,637,1062,9742
167048,1566,1753035,0,7658,7658,1724344,2017,1512.72,14538.1,0.0,0.931,0.036,0.0,0.129,0.2525,0.36,0.99,3271.5181,209.5351,1.3822,0.0378,7658 2017,3986,74,711,1137,10879
176375,1566,1753035,0,7658,7658,1724344,2018,1200.82,15738.92,0.0,0.931,0.036,0.0,0.129,0.2525,0.36,0.99,3271.5181,209.5351,1.3822,0.0378,7658 2018,3193,83,795,873,11753
185702,1566,1753035,0,7658,7658,1724344,2019,1095.04,16833.96,0.0,0.931,0.036,0.0,0.129,0.2525,0.36,0.99,3271.5181,209.5351,1.3822,0.0378,7658 2019,3895,58,853,831,12584
195029,1566,1753035,0,7658,7658,1724344,2020,1989.07,18823.03,0.0,0.931,0.036,0.0,0.129,0.2525,0.36,0.99,3271.5181,209.5351,1.3822,0.0378,7658 2020,3009,105,958,1082,13666
17817,1566,1753035,0,7659,7659,1724344,2001,178.16,178.16,0.01,0.763,0.0,0.0,0.1287,0.361,0.5273,0.98,3031.641,190.0381,1.14,0.0375,7659 2001,2512,26,26,150,150
27144,1566,1753035,0,7659,7659,1724344,2002,270.42,448.57,0.01,0.763,0.0,0.0,0.1287,0.361,0.5273,0.98,3031.641,190.0381,1.14,0.0375,7659 2002,3448,82,108,316,467
36471,1566,1753035,0,7659,7659,1724344,2003,82.74,531.31,0.01,0.763,0.0,0.0,0.1287,0.361,0.5273,0.98,3031.641,190.0381,1.14,0.0375,7659 2003,3349,67,174,130,597
45798,1566,1753035,0,7659,7659,1724344,2004,206.59,737.9,0.01,0.763,0.0,0.0,0.1287,0.361,0.5273,0.98,3031.641,190.0381,1.14,0.0375,7659 2004,3608,58,233,178,775
55125,1566,1753035,0,7659,7659,1724344,2005,129.61,867.51,0.01,0.763,0.0,0.0,0.1287,0.361,0.5273,0.98,3031.641,190.0381,1.14,0.0375,7659 2005,3702,41,273,167,942
64452,1566,1753035,0,7659,7659,1724344,2006,176.28,1043.79,0.01,0.763,0.0,0.0,0.1287,0.361,0.5273,0.98,3031.641,190.0381,1.14,0.0375,7659 2006,3610,79,352,282,1224
73779,1566,1753035,0,7659,7659,1724344,2007,189.96,1233.75,0.01,0.763,0.0,0.0,0.1287,0.361,0.5273,0.98,3031.641,190.0381,1.14,0.0375,7659 2007,3584,43,395,179,1404
83106,1566,1753035,0,7659,7659,1724344,2008,246.53,1480.28,0.01,0.763,0.0,0.0,0.1287,0.361,0.5273,0.98,3031.641,190.0381,1.14,0.0375,7659 2008,3510,70,465,350,1754
92433,1566,1753035,0,7659,7659,1724344,2009,132.21,1612.5,0.01,0.763,0.0,0.0,0.1287,0.361,0.5273,0.98,3031.641,190.0381,1.14,0.0375,7659 2009,2586,36,501,126,1880
101760,1566,1753035,0,7659,7659,1724344,2010,652.53,2265.03,0.01,0.763,0.0,0.0,0.1287,0.361,0.5273,0.98,3031.641,190.0381,1.14,0.0375,7659 2010,2321,143,645,621,2501
111087,1566,1753035,0,7659,7659,1724344,2011,204.31,2469.34,0.01,0.763,0.0,0.0,0.1287,0.361,0.5273,0.98,3031.641,190.0381,1.14,0.0375,7659 2011,2503,63,708,225,2726
120414,1566,1753035,0,7659,7659,1724344,2012,359.11,2828.45,0.01,0.763,0.0,0.0,0.1287,0.361,0.5273,0.98,3031.641,190.0381,1.14,0.0375,7659 2012,2019,106,814,468,3194
129741,1566,1753035,0,7659,7659,1724344,2013,241.97,3070.42,0.01,0.763,0.0,0.0,0.1287,0.361,0.5273,0.98,3031.641,190.0381,1.14,0.0375,7659 2013,2547,85,899,472,3665
139068,1566,1753035,0,7659,7659,1724344,2014,279.87,3350.29,0.01,0.763,0.0,0.0,0.1287,0.361,0.5273,0.98,3031.641,190.0381,1.14,0.0375,7659 2014,2645,71,970,493,4158
148395,1566,1753035,0,7659,7659,1724344,2015,193.57,3543.86,0.01,0.763,0.0,0.0,0.1287,0.361,0.5273,0.98,3031.641,190.0381,1.14,0.0375,7659 2015,2307,85,1055,318,4477
157722,1566,1753035,0,7659,7659,1724344,2016,1095.02,4638.88,0.01,0.763,0.0,0.0,0.1287,0.361,0.5273,0.98,3031.641,190.0381,1.14,0.0375,7659 2016,3237,128,1183,1258,5734
167049,1566,1753035,0,7659,7659,1724344,2017,494.45,5133.33,0.01,0.763,0.0,0.0,0.1287,0.361,0.5273,0.98,3031.641,190.0381,1.14,0.0375,7659 2017,2887,176,1359,998,6732
176376,1566,1753035,0,7659,7659,1724344,2018,429.03,5562.36,0.01,0.763,0.0,0.0,0.1287,0.361,0.5273,0.98,3031.641,190.0381,1.14,0.0375,7659 2018,2752,83,1442,800,7532
185703,1566,1753035,0,7659,7659,1724344,2019,504.92,6067.28,0.01,0.763,0.0,0.0,0.1287,0.361,0.5273,0.98,3031.641,190.0381,1.14,0.0375,7659 2019,3521,92,1534,677,8209
195030,1566,1753035,0,7659,7659,1724344,2020,1991.11,8058.39,0.01,0.763,0.0,0.0,0.1287,0.361,0.5273,0.98,3031.641,190.0381,1.14,0.0375,7659 2020,2507,177,1711,1120,9330
17818,1566,1753035,0,7660,7660,1724344,2001,159.85,159.85,0.016,0.345,0.0,0.0,0.0534,0.0372,0.3003,0.01,264.4974,61.4939,1.3673,0.0125,7660 2001,392,0,0,1,1
27145,1566,1753035,0,7660,7660,1724344,2002,67.6,227.45,0.016,0.345,0.0,0.0,0.0534,0.0372,0.3003,0.01,264.4974,61.4939,1.3673,0.0125,7660 2002,330,0,0,0,1
36472,1566,1753035,0,7660,7660,1724344,2003,224.4,451.85,0.016,0.345,0.0,0.0,0.0534,0.0372,0.3003,0.01,264.4974,61.4939,1.3673,0.0125,7660 2003,421,0,0,7,8
45799,1566,1753035,0,7660,7660,1724344,2004,13.12,464.96,0.016,0.345,0.0,0.0,0.0534,0.0372,0.3003,0.01,264.4974,61.4939,1.3673,0.0125,7660 2004,704,0,0,0,8
55126,1566,1753035,0,7660,7660,1724344,2005,32.01,496.97,0.016,0.345,0.0,0.0,0.0534,0.0372,0.3003,0.01,264.4974,61.4939,1.3673,0.0125,7660 2005,649,0,0,2,9
64453,1566,1753035,0,7660,7660,1724344,2006,6.47,503.44,0.016,0.345,0.0,0.0,0.0534,0.0372,0.3003,0.01,264.4974,61.4939,1.3673,0.0125,7660 2006,505,0,0,0,9
73780,1566,1753035,0,7660,7660,1724344,2007,14.16,517.61,0.016,0.345,0.0,0.0,0.0534,0.0372,0.3003,0.01,264.4974,61.4939,1.3673,0.0125,7660 2007,524,0,0,0,9
83107,1566,1753035,0,7660,7660,1724344,2008,1.49,519.09,0.016,0.345,0.0,0.0,0.0534,0.0372,0.3003,0.01,264.4974,61.4939,1.3673,0.0125,7660 2008,647,0,0,0,9
92434,1566,1753035,0,7660,7660,1724344,2009,66.11,585.2,0.016,0.345,0.0,0.0,0.0534,0.0372,0.3003,0.01,264.4974,61.4939,1.3673,0.0125,7660 2009,313,0,0,1,10
101761,1566,1753035,0,7660,7660,1724344,2010,17.58,602.77,0.016,0.345,0.0,0.0,0.0534,0.0372,0.3003,0.01,264.4974,61.4939,1.3673,0.0125,7660 2010,724,0,0,0,10
111088,1566,1753035,0,7660,7660,1724344,2011,7.87,610.64,0.016,0.345,0.0,0.0,0.0534,0.0372,0.3003,0.01,264.4974,61.4939,1.3673,0.0125,7660 2011,728,0,0,0,10
120415,1566,1753035,0,7660,7660,1724344,2012,30.18,640.82,0.016,0.345,0.0,0.0,0.0534,0.0372,0.3003,0.01,264.4974,61.4939,1.3673,0.0125,7660 2012,394,0,0,3,13
129742,1566,1753035,0,7660,7660,1724344,2013,17.58,658.41,0.016,0.345,0.0,0.0,0.0534,0.0372,0.3003,0.01,264.4974,61.4939,1.3673,0.0125,7660 2013,309,0,0,0,13
139069,1566,1753035,0,7660,7660,1724344,2014,65.07,723.48,0.016,0.345,0.0,0.0,0.0534,0.0372,0.3003,0.01,264.4974,61.4939,1.3673,0.0125,7660 2014,334,0,0,0,13
148396,1566,1753035,0,7660,7660,1724344,2015,10.23,733.71,0.016,0.345,0.0,0.0,0.0534,0.0372,0.3003,0.01,264.4974,61.4939,1.3673,0.0125,7660 2015,304,0,0,0,13
157723,1566,1753035,0,7660,7660,1724344,2016,3.67,737.38,0.016,0.345,0.0,0.0,0.0534,0.0372,0.3003,0.01,264.4974,61.4939,1.3673,0.0125,7660 2016,495,0,0,0,13
167050,1566,1753035,0,7660,7660,1724344,2017,4.28,741.66,0.016,0.345,0.0,0.0,0.0534,0.0372,0.3003,0.01,264.4974,61.4939,1.3673,0.0125,7660 2017,501,0,0,0,13
176377,1566,1753035,0,7660,7660,1724344,2018,0.52,742.19,0.016,0.345,0.0,0.0,0.0534,0.0372,0.3003,0.01,264.4974,61.4939,1.3673,0.0125,7660 2018,456,0,0,0,13
185704,1566,1753035,0,7660,7660,1724344,2019,0.61,742.8,0.016,0.345,0.0,0.0,0.0534,0.0372,0.3003,0.01,264.4974,61.4939,1.3673,0.0125,7660 2019,175,0,0,0,13
195031,1566,1753035,0,7660,7660,1724344,2020,11.54,754.34,0.016,0.345,0.0,0.0,0.0534,0.0372,0.3003,0.01,264.4974,61.4939,1.3673,0.0125,7660 2020,551,0,0,0,13
17819,1566,1753035,0,7661,7661,1724344,2001,10800.93,10800.93,0.0,0.003,0.027,0.0,0.1032,0.0182,0.3024,0.63,219.4928,263.2372,1.7502,0.0128,7661 2001,2235,278,278,2182,2182
27146,1566,1753035,0,7661,7661,1724344,2002,19771.22,30572.15,0.0,0.003,0.027,0.0,0.1032,0.0182,0.3024,0.63,219.4928,263.2372,1.7502,0.0128,7661 2002,2828,289,567,2786,4969
36473,1566,1753035,0,7661,7661,1724344,2003,6506.87,37079.01,0.0,0.003,0.027,0.0,0.1032,0.0182,0.3024,0.63,219.4928,263.2372,1.7502,0.0128,7661 2003,2359,75,642,803,5771
45800,1566,1753035,0,7661,7661,1724344,2004,24139.67,61218.69,0.0,0.003,0.027,0.0,0.1032,0.0182,0.3024,0.63,219.4928,263.2372,1.7502,0.0128,7661 2004,2379,531,1173,5019,10791
55127,1566,1753035,0,7661,7661,1724344,2005,27330.22,88548.9,0.0,0.003,0.027,0.0,0.1032,0.0182,0.3024,0.63,219.4928,263.2372,1.7502,0.0128,7661 2005,2638,445,1618,3313,14104
64454,1566,1753035,0,7661,7661,1724344,2006,10710.29,99259.2,0.0,0.003,0.027,0.0,0.1032,0.0182,0.3024,0.63,219.4928,263.2372,1.7502,0.0128,7661 2006,2899,193,1811,1419,15523
73781,1566,1753035,0,7661,7661,1724344,2007,45809.23,145068.42,0.0,0.003,0.027,0.0,0.1032,0.0182,0.3024,0.63,219.4928,263.2372,1.7502,0.0128,7661 2007,2821,772,2583,6343,21866
83108,1566,1753035,0,7661,7661,1724344,2008,39051.11,184119.53,0.0,0.003,0.027,0.0,0.1032,0.0182,0.3024,0.63,219.4928,263.2372,1.7502,0.0128,7661 2008,3929,326,2909,2739,24604
92435,1566,1753035,0,7661,7661,1724344,2009,18391.96,202511.49,0.0,0.003,0.027,0.0,0.1032,0.0182,0.3024,0.63,219.4928,263.2372,1.7502,0.0128,7661 2009,2521,323,3232,2341,26945
101762,1566,1753035,0,7661,7661,1724344,2010,13398.38,215909.87,0.0,0.003,0.027,0.0,0.1032,0.0182,0.3024,0.63,219.4928,263.2372,1.7502,0.0128,7661 2010,3471,137,3370,1480,28425
111089,1566,1753035,0,7661,7661,1724344,2011,20702.11,236611.98,0.0,0.003,0.027,0.0,0.1032,0.0182,0.3024,0.63,219.4928,263.2372,1.7502,0.0128,7661 2011,3679,293,3662,2583,31008
120416,1566,1753035,0,7661,7661,1724344,2012,14051.58,250663.56,0.0,0.003,0.027,0.0,0.1032,0.0182,0.3024,0.63,219.4928,263.2372,1.7502,0.0128,7661 2012,2259,129,3791,1643,32650
129743,1566,1753035,0,7661,7661,1724344,2013,18686.34,269349.9,0.0,0.003,0.027,0.0,0.1032,0.0182,0.3024,0.63,219.4928,263.2372,1.7502,0.0128,7661 2013,2269,244,4035,2966,35617
139070,1566,1753035,0,7661,7661,1724344,2014,23696.21,293046.11,0.0,0.003,0.027,0.0,0.1032,0.0182,0.3024,0.63,219.4928,263.2372,1.7502,0.0128,7661 2014,2228,349,4384,3500,39116
148397,1566,1753035,0,7661,7661,1724344,2015,12467.5,305513.61,0.0,0.003,0.027,0.0,0.1032,0.0182,0.3024,0.63,219.4928,263.2372,1.7502,0.0128,7661 2015,1488,234,4618,2657,41774
157724,1566,1753035,0,7661,7661,1724344,2016,20402.13,325915.74,0.0,0.003,0.027,0.0,0.1032,0.0182,0.3024,0.63,219.4928,263.2372,1.7502,0.0128,7661 2016,2848,366,4983,3605,45379
167051,1566,1753035,0,7661,7661,1724344,2017,36177.33,362093.08,0.0,0.003,0.027,0.0,0.1032,0.0182,0.3024,0.63,219.4928,263.2372,1.7502,0.0128,7661 2017,2711,1004,5988,8311,53690
176378,1566,1753035,0,7661,7661,1724344,2018,33685.35,395778.42,0.0,0.003,0.027,0.0,0.1032,0.0182,0.3024,0.63,219.4928,263.2372,1.7502,0.0128,7661 2018,2449,801,6789,9884,63574
185705,1566,1753035,0,7661,7661,1724344,2019,13904.66,409683.09,0.0,0.003,0.027,0.0,0.1032,0.0182,0.3024,0.63,219.4928,263.2372,1.7502,0.0128,7661 2019,3527,262,7051,3788,67362
195032,1566,1753035,0,7661,7661,1724344,2020,25340.51,435023.6,0.0,0.003,0.027,0.0,0.1032,0.0182,0.3024,0.63,219.4928,263.2372,1.7502,0.0128,7661 2020,2460,791,7842,8895,76256
17820,1566,1753035,0,7662,7662,1724344,2001,5400.23,5400.23,0.175,0.069,0.0,0.313,0.084,0.0198,0.1176,0.62,163.2389,215.3695,6.2465,0.0242,7662 2001,1524,212,212,1850,1850
27147,1566,1753035,0,7662,7662,1724344,2002,3712.5,9112.73,0.175,0.069,0.0,0.313,0.084,0.0198,0.1176,0.62,163.2389,215.3695,6.2465,0.0242,7662 2002,1782,170,382,1578,3428
36474,1566,1753035,0,7662,7662,1724344,2003,4319.72,13432.45,0.175,0.069,0.0,0.313,0.084,0.0198,0.1176,0.62,163.2389,215.3695,6.2465,0.0242,7662 2003,2216,206,588,1694,5122
45801,1566,1753035,0,7662,7662,1724344,2004,4608.95,18041.39,0.175,0.069,0.0,0.313,0.084,0.0198,0.1176,0.62,163.2389,215.3695,6.2465,0.0242,7662 2004,2688,166,754,1633,6755
55128,1566,1753035,0,7662,7662,1724344,2005,3630.26,21671.65,0.175,0.069,0.0,0.313,0.084,0.0198,0.1176,0.62,163.2389,215.3695,6.2465,0.0242,7662 2005,2623,138,892,1558,8313
64455,1566,1753035,0,7662,7662,1724344,2006,3662.41,25334.07,0.175,0.069,0.0,0.313,0.084,0.0198,0.1176,0.62,163.2389,215.3695,6.2465,0.0242,7662 2006,1996,172,1065,1460,9773
73782,1566,1753035,0,7662,7662,1724344,2007,7900.24,33234.3,0.175,0.069,0.0,0.313,0.084,0.0198,0.1176,0.62,163.2389,215.3695,6.2465,0.0242,7662 2007,2336,393,1458,2813,12586
83109,1566,1753035,0,7662,7662,1724344,2008,4472.02,37706.32,0.175,0.069,0.0,0.313,0.084,0.0198,0.1176,0.62,163.2389,215.3695,6.2465,0.0242,7662 2008,2380,270,1728,2125,14712
92436,1566,1753035,0,7662,7662,1724344,2009,5443.48,43149.8,0.175,0.069,0.0,0.313,0.084,0.0198,0.1176,0.62,163.2389,215.3695,6.2465,0.0242,7662 2009,1718,320,2049,3044,17756
