Unnamed: 0,ID,KML_ha,REDD,fid,polygon_ID,polygon_ha,year,def,defc,soil,pa,mine,conces,mm_ID,buf1k_def,buf1k_defc,buf10k_def,buf10k_defc,tree,access,dem,slope,fric,mm
7735,1650,193136,0,1650,361,147349.88,2003,731.08,1120.39,2.4,0.016,0.03,0.0,361 2003,1,35,118,244,0.05,89.0,10.4684,0.6004,0.0015,1728
10226,1650,193136,0,1650,361,147349.88,2004,285.25,1405.64,2.4,0.016,0.03,0.0,361 2004,3,38,73,318,0.05,89.0,10.4684,0.6004,0.0015,1747
12717,1650,193136,0,1650,361,147349.88,2005,213.02,1618.65,2.4,0.016,0.03,0.0,361 2005,1,39,50,367,0.05,89.0,10.4684,0.6004,0.0015,1825
15208,1650,193136,0,1650,361,147349.88,2006,61.63,1680.28,2.4,0.016,0.03,0.0,361 2006,2,41,40,407,0.05,89.0,10.4684,0.6004,0.0015,2010
17699,1650,193136,0,1650,361,147349.88,2007,603.44,2283.72,2.4,0.016,0.03,0.0,361 2007,8,49,120,527,0.05,89.0,10.4684,0.6004,0.0015,2783
20190,1650,193136,0,1650,361,147349.88,2008,62.15,2345.87,2.4,0.016,0.03,0.0,361 2008,2,50,42,569,0.05,89.0,10.4684,0.6004,0.0015,1560
22681,1650,193136,0,1650,361,147349.88,2009,153.74,2499.61,2.4,0.016,0.03,0.0,361 2009,0,50,47,616,0.05,89.0,10.4684,0.6004,0.0015,1910
25172,1650,193136,0,1650,361,147349.88,2010,124.58,2624.19,2.4,0.016,0.03,0.0,361 2010,3,53,48,664,0.05,89.0,10.4684,0.6004,0.0015,1837
27663,1650,193136,0,1650,361,147349.88,2011,36.22,2660.41,2.4,0.016,0.03,0.0,361 2011,1,54,13,677,0.05,89.0,10.4684,0.6004,0.0015,2097
30154,1650,193136,0,1650,361,147349.88,2012,248.24,2908.65,2.4,0.016,0.03,0.0,361 2012,3,57,156,833,0.05,89.0,10.4684,0.6004,0.0015,2062
32645,1650,193136,0,1650,361,147349.88,2013,278.07,3186.71,2.4,0.016,0.03,0.0,361 2013,7,64,81,914,0.05,89.0,10.4684,0.6004,0.0015,2181
35136,1650,193136,0,1650,361,147349.88,2014,334.25,3520.97,2.4,0.016,0.03,0.0,361 2014,10,75,156,1070,0.05,89.0,10.4684,0.6004,0.0015,1979
37627,1650,193136,0,1650,361,147349.88,2015,159.79,3680.75,2.4,0.016,0.03,0.0,361 2015,8,83,136,1206,0.05,89.0,10.4684,0.6004,0.0015,1775
40118,1650,193136,0,1650,361,147349.88,2016,255.65,3936.4,2.4,0.016,0.03,0.0,361 2016,18,101,227,1432,0.05,89.0,10.4684,0.6004,0.0015,1715
42609,1650,193136,0,1650,361,147349.88,2017,178.18,4114.58,2.4,0.016,0.03,0.0,361 2017,16,117,239,1671,0.05,89.0,10.4684,0.6004,0.0015,2208
45100,1650,193136,0,1650,361,147349.88,2018,149.6,4264.18,2.4,0.016,0.03,0.0,361 2018,9,125,153,1824,0.05,89.0,10.4684,0.6004,0.0015,1932
47591,1650,193136,0,1650,361,147349.88,2019,199.13,4463.31,2.4,0.016,0.03,0.0,361 2019,28,153,347,2171,0.05,89.0,10.4684,0.6004,0.0015,1542
50082,1650,193136,0,1650,361,147349.88,2020,266.63,4729.94,2.4,0.016,0.03,0.0,361 2020,29,183,500,2671,0.05,89.0,10.4684,0.6004,0.0015,1926
2754,1650,193136,0,1650,362,100603.33,2001,21.41,21.41,1.5,0.501,0.325,0.0,362 2001,0,0,163,163,0.94,1155.4865,379.3975,8.1277,0.0457,3000
5245,1650,193136,0,1650,362,100603.33,2002,9.97,31.39,1.5,0.501,0.325,0.0,362 2002,2,2,164,327,0.94,1155.4865,379.3975,8.1277,0.0457,3104
7736,1650,193136,0,1650,362,100603.33,2003,11.27,42.65,1.5,0.501,0.325,0.0,362 2003,0,2,16,343,0.94,1155.4865,379.3975,8.1277,0.0457,2551
10227,1650,193136,0,1650,362,100603.33,2004,13.78,56.43,1.5,0.501,0.325,0.0,362 2004,0,2,44,387,0.94,1155.4865,379.3975,8.1277,0.0457,2720
12718,1650,193136,0,1650,362,100603.33,2005,9.88,66.32,1.5,0.501,0.325,0.0,362 2005,1,2,49,436,0.94,1155.4865,379.3975,8.1277,0.0457,2793
15209,1650,193136,0,1650,362,100603.33,2006,10.32,76.64,1.5,0.501,0.325,0.0,362 2006,0,2,152,588,0.94,1155.4865,379.3975,8.1277,0.0457,3077
17700,1650,193136,0,1650,362,100603.33,2007,2.95,79.58,1.5,0.501,0.325,0.0,362 2007,0,2,55,644,0.94,1155.4865,379.3975,8.1277,0.0457,2862
20191,1650,193136,0,1650,362,100603.33,2008,35.81,115.39,1.5,0.501,0.325,0.0,362 2008,1,3,56,700,0.94,1155.4865,379.3975,8.1277,0.0457,2431
22682,1650,193136,0,1650,362,100603.33,2009,11.82,127.21,1.5,0.501,0.325,0.0,362 2009,0,3,139,839,0.94,1155.4865,379.3975,8.1277,0.0457,2800
25173,1650,193136,0,1650,362,100603.33,2010,4.82,132.03,1.5,0.501,0.325,0.0,362 2010,1,4,88,927,0.94,1155.4865,379.3975,8.1277,0.0457,2329
27664,1650,193136,0,1650,362,100603.33,2011,6.92,138.95,1.5,0.501,0.325,0.0,362 2011,0,4,151,1078,0.94,1155.4865,379.3975,8.1277,0.0457,3142
30155,1650,193136,0,1650,362,100603.33,2012,47.19,186.15,1.5,0.501,0.325,0.0,362 2012,1,5,32,1110,0.94,1155.4865,379.3975,8.1277,0.0457,2404
32646,1650,193136,0,1650,362,100603.33,2013,5.55,191.69,1.5,0.501,0.325,0.0,362 2013,2,6,82,1192,0.94,1155.4865,379.3975,8.1277,0.0457,2497
35137,1650,193136,0,1650,362,100603.33,2014,3.81,195.51,1.5,0.501,0.325,0.0,362 2014,0,6,47,1239,0.94,1155.4865,379.3975,8.1277,0.0457,2748
37628,1650,193136,0,1650,362,100603.33,2015,13.78,209.29,1.5,0.501,0.325,0.0,362 2015,2,9,184,1423,0.94,1155.4865,379.3975,8.1277,0.0457,2007
40119,1650,193136,0,1650,362,100603.33,2016,11.7,221.0,1.5,0.501,0.325,0.0,362 2016,2,10,253,1675,0.94,1155.4865,379.3975,8.1277,0.0457,2396
42610,1650,193136,0,1650,362,100603.33,2017,13.27,234.26,1.5,0.501,0.325,0.0,362 2017,2,12,186,1861,0.94,1155.4865,379.3975,8.1277,0.0457,2526
45101,1650,193136,0,1650,362,100603.33,2018,25.82,260.09,1.5,0.501,0.325,0.0,362 2018,28,40,270,2131,0.94,1155.4865,379.3975,8.1277,0.0457,2613
47592,1650,193136,0,1650,362,100603.33,2019,24.97,285.06,1.5,0.501,0.325,0.0,362 2019,4,44,241,2373,0.94,1155.4865,379.3975,8.1277,0.0457,2435
50083,1650,193136,0,1650,362,100603.33,2020,32.18,317.24,1.5,0.501,0.325,0.0,362 2020,6,50,459,2832,0.94,1155.4865,379.3975,8.1277,0.0457,2231
2755,1650,193136,0,1650,363,198413.26,2001,80.64,80.64,2.0,0.0,0.0,0.294,363 2001,52,52,167,167,0.06,60.5145,69.5122,0.8038,0.002,1400
5246,1650,193136,0,1650,363,198413.26,2002,1175.75,1256.4,2.0,0.0,0.0,0.294,363 2002,170,222,1376,1543,0.06,60.5145,69.5122,0.8038,0.002,1298
7737,1650,193136,0,1650,363,198413.26,2003,424.18,1680.58,2.0,0.0,0.0,0.294,363 2003,47,269,707,2249,0.06,60.5145,69.5122,0.8038,0.002,1237
10228,1650,193136,0,1650,363,198413.26,2004,66.56,1747.14,2.0,0.0,0.0,0.294,363 2004,2,272,97,2346,0.06,60.5145,69.5122,0.8038,0.002,1120
12719,1650,193136,0,1650,363,198413.26,2005,316.38,2063.52,2.0,0.0,0.0,0.294,363 2005,44,316,697,3043,0.06,60.5145,69.5122,0.8038,0.002,1277
15210,1650,193136,0,1650,363,198413.26,2006,122.6,2186.12,2.0,0.0,0.0,0.294,363 2006,9,324,132,3175,0.06,60.5145,69.5122,0.8038,0.002,1492
17701,1650,193136,0,1650,363,198413.26,2007,688.42,2874.54,2.0,0.0,0.0,0.294,363 2007,109,434,919,4093,0.06,60.5145,69.5122,0.8038,0.002,1869
20192,1650,193136,0,1650,363,198413.26,2008,96.35,2970.89,2.0,0.0,0.0,0.294,363 2008,13,447,335,4429,0.06,60.5145,69.5122,0.8038,0.002,1236
22683,1650,193136,0,1650,363,198413.26,2009,168.19,3139.08,2.0,0.0,0.0,0.294,363 2009,67,514,880,5309,0.06,60.5145,69.5122,0.8038,0.002,1402
25174,1650,193136,0,1650,363,198413.26,2010,1812.74,4951.82,2.0,0.0,0.0,0.294,363 2010,384,898,3078,8387,0.06,60.5145,69.5122,0.8038,0.002,1282
27665,1650,193136,0,1650,363,198413.26,2011,2418.5,7370.33,2.0,0.0,0.0,0.294,363 2011,440,1338,3083,11470,0.06,60.5145,69.5122,0.8038,0.002,1609
30156,1650,193136,0,1650,363,198413.26,2012,2699.46,10069.79,2.0,0.0,0.0,0.294,363 2012,700,2037,4475,15945,0.06,60.5145,69.5122,0.8038,0.002,1526
32647,1650,193136,0,1650,363,198413.26,2013,4601.07,14670.86,2.0,0.0,0.0,0.294,363 2013,636,2674,4866,20810,0.06,60.5145,69.5122,0.8038,0.002,1488
35138,1650,193136,0,1650,363,198413.26,2014,1995.06,16665.93,2.0,0.0,0.0,0.294,363 2014,103,2777,3323,24133,0.06,60.5145,69.5122,0.8038,0.002,1391
37629,1650,193136,0,1650,363,198413.26,2015,1688.25,18354.18,2.0,0.0,0.0,0.294,363 2015,86,2863,1749,25882,0.06,60.5145,69.5122,0.8038,0.002,1183
40120,1650,193136,0,1650,363,198413.26,2016,1140.29,19494.47,2.0,0.0,0.0,0.294,363 2016,36,2899,1283,27166,0.06,60.5145,69.5122,0.8038,0.002,1269
42611,1650,193136,0,1650,363,198413.26,2017,940.4,20434.87,2.0,0.0,0.0,0.294,363 2017,38,2937,956,28122,0.06,60.5145,69.5122,0.8038,0.002,1455
45102,1650,193136,0,1650,363,198413.26,2018,587.9,21022.77,2.0,0.0,0.0,0.294,363 2018,126,3063,1463,29585,0.06,60.5145,69.5122,0.8038,0.002,1325
47593,1650,193136,0,1650,363,198413.26,2019,759.25,21782.02,2.0,0.0,0.0,0.294,363 2019,66,3129,1676,31261,0.06,60.5145,69.5122,0.8038,0.002,1127
50084,1650,193136,0,1650,363,198413.26,2020,1353.54,23135.56,2.0,0.0,0.0,0.294,363 2020,87,3216,1322,32583,0.06,60.5145,69.5122,0.8038,0.002,1315
2756,1650,193136,0,1650,364,199209.09,2001,190.37,190.37,2.5,0.877,0.204,0.031,364 2001,6,6,49,49,0.51,300.5741,277.4996,1.9372,0.0131,2389
5247,1650,193136,0,1650,364,199209.09,2002,78.38,268.75,2.5,0.877,0.204,0.031,364 2002,19,25,133,183,0.51,300.5741,277.4996,1.9372,0.0131,2212
7738,1650,193136,0,1650,364,199209.09,2003,12.4,281.15,2.5,0.877,0.204,0.031,364 2003,4,29,26,208,0.51,300.5741,277.4996,1.9372,0.0131,1982
10229,1650,193136,0,1650,364,199209.09,2004,62.22,343.37,2.5,0.877,0.204,0.031,364 2004,5,34,97,306,0.51,300.5741,277.4996,1.9372,0.0131,1819
12720,1650,193136,0,1650,364,199209.09,2005,93.53,436.9,2.5,0.877,0.204,0.031,364 2005,3,37,57,363,0.51,300.5741,277.4996,1.9372,0.0131,1888
15211,1650,193136,0,1650,364,199209.09,2006,85.37,522.27,2.5,0.877,0.204,0.031,364 2006,22,59,225,588,0.51,300.5741,277.4996,1.9372,0.0131,2461
17702,1650,193136,0,1650,364,199209.09,2007,220.4,742.68,2.5,0.877,0.204,0.031,364 2007,23,83,264,852,0.51,300.5741,277.4996,1.9372,0.0131,2540
20193,1650,193136,0,1650,364,199209.09,2008,450.09,1192.77,2.5,0.877,0.204,0.031,364 2008,30,113,342,1194,0.51,300.5741,277.4996,1.9372,0.0131,1804
22684,1650,193136,0,1650,364,199209.09,2009,418.68,1611.46,2.5,0.877,0.204,0.031,364 2009,44,157,421,1616,0.51,300.5741,277.4996,1.9372,0.0131,2333
25175,1650,193136,0,1650,364,199209.09,2010,468.18,2079.64,2.5,0.877,0.204,0.031,364 2010,25,182,286,1901,0.51,300.5741,277.4996,1.9372,0.0131,1586
27666,1650,193136,0,1650,364,199209.09,2011,371.19,2450.82,2.5,0.877,0.204,0.031,364 2011,11,193,315,2216,0.51,300.5741,277.4996,1.9372,0.0131,2587
30157,1650,193136,0,1650,364,199209.09,2012,446.15,2896.98,2.5,0.877,0.204,0.031,364 2012,28,221,395,2611,0.51,300.5741,277.4996,1.9372,0.0131,2202
32648,1650,193136,0,1650,364,199209.09,2013,708.07,3605.04,2.5,0.877,0.204,0.031,364 2013,29,250,623,3234,0.51,300.5741,277.4996,1.9372,0.0131,1987
35139,1650,193136,0,1650,364,199209.09,2014,265.71,3870.75,2.5,0.877,0.204,0.031,364 2014,12,262,370,3604,0.51,300.5741,277.4996,1.9372,0.0131,2186
37630,1650,193136,0,1650,364,199209.09,2015,160.21,4030.96,2.5,0.877,0.204,0.031,364 2015,8,270,385,3989,0.51,300.5741,277.4996,1.9372,0.0131,1544
40121,1650,193136,0,1650,364,199209.09,2016,167.31,4198.27,2.5,0.877,0.204,0.031,364 2016,27,297,1360,5349,0.51,300.5741,277.4996,1.9372,0.0131,1860
42612,1650,193136,0,1650,364,199209.09,2017,417.28,4615.55,2.5,0.877,0.204,0.031,364 2017,64,361,1395,6744,0.51,300.5741,277.4996,1.9372,0.0131,2033
45103,1650,193136,0,1650,364,199209.09,2018,82.87,4698.42,2.5,0.877,0.204,0.031,364 2018,41,402,694,7438,0.51,300.5741,277.4996,1.9372,0.0131,2011
47594,1650,193136,0,1650,364,199209.09,2019,292.61,4991.03,2.5,0.877,0.204,0.031,364 2019,102,503,2223,9661,0.51,300.5741,277.4996,1.9372,0.0131,1958
50085,1650,193136,0,1650,364,199209.09,2020,508.29,5499.32,2.5,0.877,0.204,0.031,364 2020,106,609,1311,10972,0.51,300.5741,277.4996,1.9372,0.0131,1872
2757,1650,193136,0,1650,365,197912.02,2001,274.51,274.51,2.2,0.031,0.017,0.176,365 2001,32,32,326,326,0.23,90.4718,53.5192,0.8572,0.002,2082
5248,1650,193136,0,1650,365,197912.02,2002,365.75,640.26,2.2,0.031,0.017,0.176,365 2002,22,53,413,739,0.23,90.4718,53.5192,0.8572,0.002,1926
7739,1650,193136,0,1650,365,197912.02,2003,1091.92,1732.18,2.2,0.031,0.017,0.176,365 2003,42,95,1039,1777,0.23,90.4718,53.5192,0.8572,0.002,1845
10230,1650,193136,0,1650,365,197912.02,2004,513.89,2246.08,2.2,0.031,0.017,0.176,365 2004,24,119,380,2157,0.23,90.4718,53.5192,0.8572,0.002,1807
12721,1650,193136,0,1650,365,197912.02,2005,1318.41,3564.49,2.2,0.031,0.017,0.176,365 2005,34,152,703,2860,0.23,90.4718,53.5192,0.8572,0.002,1849
15212,1650,193136,0,1650,365,197912.02,2006,772.56,4337.05,2.2,0.031,0.017,0.176,365 2006,35,187,566,3426,0.23,90.4718,53.5192,0.8572,0.002,2085
17703,1650,193136,0,1650,365,197912.02,2007,1926.79,6263.84,2.2,0.031,0.017,0.176,365 2007,140,328,1830,5255,0.23,90.4718,53.5192,0.8572,0.002,2838
20194,1650,193136,0,1650,365,197912.02,2008,533.96,6797.79,2.2,0.031,0.017,0.176,365 2008,26,353,892,6148,0.23,90.4718,53.5192,0.8572,0.002,1671
22685,1650,193136,0,1650,365,197912.02,2009,519.26,7317.06,2.2,0.031,0.017,0.176,365 2009,18,371,923,7071,0.23,90.4718,53.5192,0.8572,0.002,1975
25176,1650,193136,0,1650,365,197912.02,2010,3222.35,10539.41,2.2,0.031,0.017,0.176,365 2010,179,550,2164,9235,0.23,90.4718,53.5192,0.8572,0.002,1933
27667,1650,193136,0,1650,365,197912.02,2011,1308.62,11848.03,2.2,0.031,0.017,0.176,365 2011,167,717,1450,10685,0.23,90.4718,53.5192,0.8572,0.002,2209
30158,1650,193136,0,1650,365,197912.02,2012,2507.26,14355.29,2.2,0.031,0.017,0.176,365 2012,167,884,1179,11864,0.23,90.4718,53.5192,0.8572,0.002,2115
32649,1650,193136,0,1650,365,197912.02,2013,1739.57,16094.87,2.2,0.031,0.017,0.176,365 2013,94,978,1367,13231,0.23,90.4718,53.5192,0.8572,0.002,2274
35140,1650,193136,0,1650,365,197912.02,2014,2004.87,18099.74,2.2,0.031,0.017,0.176,365 2014,188,1166,1757,14988,0.23,90.4718,53.5192,0.8572,0.002,2063
37631,1650,193136,0,1650,365,197912.02,2015,2122.67,20222.41,2.2,0.031,0.017,0.176,365 2015,307,1473,856,15843,0.23,90.4718,53.5192,0.8572,0.002,1792
40122,1650,193136,0,1650,365,197912.02,2016,3556.76,23779.17,2.2,0.031,0.017,0.176,365 2016,349,1823,1426,17269,0.23,90.4718,53.5192,0.8572,0.002,1787
42613,1650,193136,0,1650,365,197912.02,2017,3048.08,26827.25,2.2,0.031,0.017,0.176,365 2017,119,1942,1434,18703,0.23,90.4718,53.5192,0.8572,0.002,2237
45104,1650,193136,0,1650,365,197912.02,2018,1296.82,28124.06,2.2,0.031,0.017,0.176,365 2018,54,1996,553,19256,0.23,90.4718,53.5192,0.8572,0.002,1991
47595,1650,193136,0,1650,365,197912.02,2019,1815.04,29939.11,2.2,0.031,0.017,0.176,365 2019,97,2093,581,19838,0.23,90.4718,53.5192,0.8572,0.002,1577
50086,1650,193136,0,1650,365,197912.02,2020,2302.29,32241.4,2.2,0.031,0.017,0.176,365 2020,174,2268,978,20816,0.23,90.4718,53.5192,0.8572,0.002,2119
2758,1650,193136,0,1650,366,199381.27,2001,82.35,82.35,2.444,0.185,0.344,0.522,366 2001,6,6,118,118,0.22,208.0,63.0,0.9304,0.0124,2079
5249,1650,193136,0,1650,366,199381.27,2002,943.57,1025.92,2.444,0.185,0.344,0.522,366 2002,110,116,1118,1236,0.22,208.0,63.0,0.9304,0.0124,1917
7740,1650,193136,0,1650,366,199381.27,2003,52.16,1078.08,2.444,0.185,0.344,0.522,366 2003,7,123,137,1373,0.22,208.0,63.0,0.9304,0.0124,1795
10231,1650,193136,0,1650,366,199381.27,2004,106.71,1184.79,2.444,0.185,0.344,0.522,366 2004,20,143,126,1499,0.22,208.0,63.0,0.9304,0.0124,1774
12722,1650,193136,0,1650,366,199381.27,2005,47.97,1232.76,2.444,0.185,0.344,0.522,366 2005,7,150,78,1577,0.22,208.0,63.0,0.9304,0.0124,1717
15213,1650,193136,0,1650,366,199381.27,2006,247.92,1480.67,2.444,0.185,0.344,0.522,366 2006,18,168,294,1871,0.22,208.0,63.0,0.9304,0.0124,2121
17704,1650,193136,0,1650,366,199381.27,2007,239.6,1720.27,2.444,0.185,0.344,0.522,366 2007,26,194,248,2118,0.22,208.0,63.0,0.9304,0.0124,2278
20195,1650,193136,0,1650,366,199381.27,2008,459.32,2179.59,2.444,0.185,0.344,0.522,366 2008,38,232,369,2487,0.22,208.0,63.0,0.9304,0.0124,1651
22686,1650,193136,0,1650,366,199381.27,2009,353.3,2532.9,2.444,0.185,0.344,0.522,366 2009,156,389,610,3097,0.22,208.0,63.0,0.9304,0.0124,1974
25177,1650,193136,0,1650,366,199381.27,2010,845.79,3378.69,2.444,0.185,0.344,0.522,366 2010,42,431,1475,4572,0.22,208.0,63.0,0.9304,0.0124,1563
27668,1650,193136,0,1650,366,199381.27,2011,1212.85,4591.54,2.444,0.185,0.344,0.522,366 2011,159,590,1159,5731,0.22,208.0,63.0,0.9304,0.0124,2233
30159,1650,193136,0,1650,366,199381.27,2012,727.84,5319.38,2.444,0.185,0.344,0.522,366 2012,187,777,949,6680,0.22,208.0,63.0,0.9304,0.0124,1871
32650,1650,193136,0,1650,366,199381.27,2013,3254.65,8574.04,2.444,0.185,0.344,0.522,366 2013,325,1102,1321,8001,0.22,208.0,63.0,0.9304,0.0124,1883
35141,1650,193136,0,1650,366,199381.27,2014,2750.99,11325.03,2.444,0.185,0.344,0.522,366 2014,307,1409,2363,10364,0.22,208.0,63.0,0.9304,0.0124,1975
37632,1650,193136,0,1650,366,199381.27,2015,2728.8,14053.83,2.444,0.185,0.344,0.522,366 2015,300,1709,3509,13874,0.22,208.0,63.0,0.9304,0.0124,1390
40123,1650,193136,0,1650,366,199381.27,2016,1244.47,15298.3,2.444,0.185,0.344,0.522,366 2016,219,1928,2219,16093,0.22,208.0,63.0,0.9304,0.0124,1606
42614,1650,193136,0,1650,366,199381.27,2017,686.78,15985.08,2.444,0.185,0.344,0.522,366 2017,68,1996,1868,17962,0.22,208.0,63.0,0.9304,0.0124,1773
45105,1650,193136,0,1650,366,199381.27,2018,987.54,16972.63,2.444,0.185,0.344,0.522,366 2018,118,2114,1835,19796,0.22,208.0,63.0,0.9304,0.0124,1807
47596,1650,193136,0,1650,366,199381.27,2019,1534.63,18507.26,2.444,0.185,0.344,0.522,366 2019,148,2262,2385,22181,0.22,208.0,63.0,0.9304,0.0124,1594
50087,1650,193136,0,1650,366,199381.27,2020,3572.15,22079.41,2.444,0.185,0.344,0.522,366 2020,255,2517,5646,27827,0.22,208.0,63.0,0.9304,0.0124,1518
2759,1650,193136,0,1650,367,199252.1,2001,1162.57,1162.57,1.727,0.001,0.007,0.279,367 2001,53,53,889,889,0.65,177.0,64.7255,1.0565,0.002,1870
5250,1650,193136,0,1650,367,199252.1,2002,1152.18,2314.74,1.727,0.001,0.007,0.279,367 2002,82,135,663,1552,0.65,177.0,64.7255,1.0565,0.002,1691
7741,1650,193136,0,1650,367,199252.1,2003,2243.79,4558.53,1.727,0.001,0.007,0.279,367 2003,86,221,1085,2637,0.65,177.0,64.7255,1.0565,0.002,1622
10232,1650,193136,0,1650,367,199252.1,2004,2452.96,7011.49,1.727,0.001,0.007,0.279,367 2004,145,365,2242,4879,0.65,177.0,64.7255,1.0565,0.002,1576
12723,1650,193136,0,1650,367,199252.1,2005,1873.32,8884.81,1.727,0.001,0.007,0.279,367 2005,187,552,1772,6651,0.65,177.0,64.7255,1.0565,0.002,1560
15214,1650,193136,0,1650,367,199252.1,2006,1742.86,10627.68,1.727,0.001,0.007,0.279,367 2006,206,758,2008,8659,0.65,177.0,64.7255,1.0565,0.002,1926
17705,1650,193136,0,1650,367,199252.1,2007,1983.85,12611.53,1.727,0.001,0.007,0.279,367 2007,218,976,1880,10539,0.65,177.0,64.7255,1.0565,0.002,2149
20196,1650,193136,0,1650,367,199252.1,2008,2548.61,15160.14,1.727,0.001,0.007,0.279,367 2008,208,1184,2945,13484,0.65,177.0,64.7255,1.0565,0.002,1577
22687,1650,193136,0,1650,367,199252.1,2009,3837.63,18997.76,1.727,0.001,0.007,0.279,367 2009,631,1815,4944,18428,0.65,177.0,64.7255,1.0565,0.002,1795
25178,1650,193136,0,1650,367,199252.1,2010,8895.7,27893.46,1.727,0.001,0.007,0.279,367 2010,682,2497,9014,27442,0.65,177.0,64.7255,1.0565,0.002,1445
27669,1650,193136,0,1650,367,199252.1,2011,13028.07,40921.53,1.727,0.001,0.007,0.279,367 2011,972,3469,9803,37245,0.65,177.0,64.7255,1.0565,0.002,2057
30160,1650,193136,0,1650,367,199252.1,2012,8239.45,49160.98,1.727,0.001,0.007,0.279,367 2012,615,4084,5940,43185,0.65,177.0,64.7255,1.0565,0.002,1712
32651,1650,193136,0,1650,367,199252.1,2013,12546.51,61707.49,1.727,0.001,0.007,0.279,367 2013,1113,5197,7514,50699,0.65,177.0,64.7255,1.0565,0.002,1772
35142,1650,193136,0,1650,367,199252.1,2014,7317.33,69024.82,1.727,0.001,0.007,0.279,367 2014,553,5749,6081,56780,0.65,177.0,64.7255,1.0565,0.002,1730
37633,1650,193136,0,1650,367,199252.1,2015,8390.91,77415.73,1.727,0.001,0.007,0.279,367 2015,518,6267,7460,64240,0.65,177.0,64.7255,1.0565,0.002,1357
40124,1650,193136,0,1650,367,199252.1,2016,11877.28,89293.01,1.727,0.001,0.007,0.279,367 2016,638,6906,9251,73491,0.65,177.0,64.7255,1.0565,0.002,1493
42615,1650,193136,0,1650,367,199252.1,2017,6364.76,95657.77,1.727,0.001,0.007,0.279,367 2017,280,7186,3803,77294,0.65,177.0,64.7255,1.0565,0.002,1596
45106,1650,193136,0,1650,367,199252.1,2018,6019.69,101677.46,1.727,0.001,0.007,0.279,367 2018,331,7517,4027,81321,0.65,177.0,64.7255,1.0565,0.002,1632
47597,1650,193136,0,1650,367,199252.1,2019,6063.41,107740.87,1.727,0.001,0.007,0.279,367 2019,484,8001,5369,86690,0.65,177.0,64.7255,1.0565,0.002,1253
50088,1650,193136,0,1650,367,199252.1,2020,5234.96,112975.83,1.727,0.001,0.007,0.279,367 2020,393,8394,4693,91383,0.65,177.0,64.7255,1.0565,0.002,1485
2760,1650,193136,0,1650,368,164777.81,2001,346.38,346.38,1.5,0.295,0.0,0.148,368 2001,5,5,334,334,0.59,53.453,27.0942,2.1218,0.002,3087
5251,1650,193136,0,1650,368,164777.81,2002,188.55,534.93,1.5,0.295,0.0,0.148,368 2002,15,20,324,658,0.59,53.453,27.0942,2.1218,0.002,2909
7742,1650,193136,0,1650,368,164777.81,2003,640.61,1175.54,1.5,0.295,0.0,0.148,368 2003,23,43,402,1060,0.59,53.453,27.0942,2.1218,0.002,2981
10233,1650,193136,0,1650,368,164777.81,2004,1547.06,2722.6,1.5,0.295,0.0,0.148,368 2004,50,92,458,1518,0.59,53.453,27.0942,2.1218,0.002,2927
12724,1650,193136,0,1650,368,164777.81,2005,3088.16,5810.76,1.5,0.295,0.0,0.148,368 2005,142,235,1252,2770,0.59,53.453,27.0942,2.1218,0.002,2617
15215,1650,193136,0,1650,368,164777.81,2006,2268.39,8079.15,1.5,0.295,0.0,0.148,368 2006,75,310,707,3478,0.59,53.453,27.0942,2.1218,0.002,3057
17706,1650,193136,0,1650,368,164777.81,2007,3723.29,11802.44,1.5,0.295,0.0,0.148,368 2007,378,688,2040,5518,0.59,53.453,27.0942,2.1218,0.002,4418
20197,1650,193136,0,1650,368,164777.81,2008,1418.49,13220.93,1.5,0.295,0.0,0.148,368 2008,76,764,632,6150,0.59,53.453,27.0942,2.1218,0.002,2572
22688,1650,193136,0,1650,368,164777.81,2009,1910.48,15131.41,1.5,0.295,0.0,0.148,368 2009,243,1006,1563,7713,0.59,53.453,27.0942,2.1218,0.002,2900
25179,1650,193136,0,1650,368,164777.81,2010,2194.22,17325.63,1.5,0.295,0.0,0.148,368 2010,332,1339,3324,11037,0.59,53.453,27.0942,2.1218,0.002,2957
27670,1650,193136,0,1650,368,164777.81,2011,1124.51,18450.14,1.5,0.295,0.0,0.148,368 2011,83,1422,1703,12740,0.59,53.453,27.0942,2.1218,0.002,3430
30161,1650,193136,0,1650,368,164777.81,2012,1453.17,19903.31,1.5,0.295,0.0,0.148,368 2012,54,1476,1448,14188,0.59,53.453,27.0942,2.1218,0.002,2910
32652,1650,193136,0,1650,368,164777.81,2013,1301.27,21204.58,1.5,0.295,0.0,0.148,368 2013,79,1555,1098,15286,0.59,53.453,27.0942,2.1218,0.002,3498
35143,1650,193136,0,1650,368,164777.81,2014,886.88,22091.46,1.5,0.295,0.0,0.148,368 2014,38,1593,1082,16368,0.59,53.453,27.0942,2.1218,0.002,3050
37634,1650,193136,0,1650,368,164777.81,2015,1068.62,23160.07,1.5,0.295,0.0,0.148,368 2015,30,1623,520,16887,0.59,53.453,27.0942,2.1218,0.002,2806
40125,1650,193136,0,1650,368,164777.81,2016,2571.07,25731.14,1.5,0.295,0.0,0.148,368 2016,150,1773,1413,18300,0.59,53.453,27.0942,2.1218,0.002,2695
