Unnamed: 0,ID,KML_ha,REDD,fid,polygon_ID,polygon_ha,year,def,defc,soil,pa,mine,conces,mm_ID,buf1k_def,buf1k_defc,buf10k_def,buf10k_defc,tree,access,dem,slope,fric,mm
2492,1650,193136,0,1650,100,161750.45,2001,900.08,900.08,1.6,0.0,0.246,0.15,100 2001,55,55,1097,1097,0.38,88.0,74.4633,1.5262,0.002,2408
4983,1650,193136,0,1650,100,161750.45,2002,4170.56,5070.64,1.6,0.0,0.246,0.15,100 2002,106,161,2237,3334,0.38,88.0,74.4633,1.5262,0.002,2145
7474,1650,193136,0,1650,100,161750.45,2003,1535.4,6606.04,1.6,0.0,0.246,0.15,100 2003,114,276,932,4266,0.38,88.0,74.4633,1.5262,0.002,2055
9965,1650,193136,0,1650,100,161750.45,2004,2743.79,9349.83,1.6,0.0,0.246,0.15,100 2004,208,484,2956,7222,0.38,88.0,74.4633,1.5262,0.002,1965
12456,1650,193136,0,1650,100,161750.45,2005,4367.95,13717.79,1.6,0.0,0.246,0.15,100 2005,255,739,2487,9709,0.38,88.0,74.4633,1.5262,0.002,1970
14947,1650,193136,0,1650,100,161750.45,2006,2400.21,16117.99,1.6,0.0,0.246,0.15,100 2006,273,1012,1508,11216,0.38,88.0,74.4633,1.5262,0.002,2413
17438,1650,193136,0,1650,100,161750.45,2007,2405.84,18523.83,1.6,0.0,0.246,0.15,100 2007,142,1153,1123,12339,0.38,88.0,74.4633,1.5262,0.002,3163
19929,1650,193136,0,1650,100,161750.45,2008,4967.85,23491.69,1.6,0.0,0.246,0.15,100 2008,526,1680,3489,15828,0.38,88.0,74.4633,1.5262,0.002,1796
22420,1650,193136,0,1650,100,161750.45,2009,3228.91,26720.6,1.6,0.0,0.246,0.15,100 2009,442,2121,3171,18999,0.38,88.0,74.4633,1.5262,0.002,2372
24911,1650,193136,0,1650,100,161750.45,2010,10319.56,37040.16,1.6,0.0,0.246,0.15,100 2010,1046,3168,7570,26569,0.38,88.0,74.4633,1.5262,0.002,1764
27402,1650,193136,0,1650,100,161750.45,2011,4559.32,41599.48,1.6,0.0,0.246,0.15,100 2011,1318,4486,6498,33067,0.38,88.0,74.4633,1.5262,0.002,2865
29893,1650,193136,0,1650,100,161750.45,2012,840.89,42440.37,1.6,0.0,0.246,0.15,100 2012,188,4674,2089,35156,0.38,88.0,74.4633,1.5262,0.002,2527
32384,1650,193136,0,1650,100,161750.45,2013,1174.82,43615.2,1.6,0.0,0.246,0.15,100 2013,204,4878,3055,38211,0.38,88.0,74.4633,1.5262,0.002,2227
34875,1650,193136,0,1650,100,161750.45,2014,1926.45,45541.65,1.6,0.0,0.246,0.15,100 2014,240,5117,3454,41665,0.38,88.0,74.4633,1.5262,0.002,2313
37366,1650,193136,0,1650,100,161750.45,2015,1030.35,46572.0,1.6,0.0,0.246,0.15,100 2015,168,5286,3264,44929,0.38,88.0,74.4633,1.5262,0.002,1718
39857,1650,193136,0,1650,100,161750.45,2016,2313.48,48885.47,1.6,0.0,0.246,0.15,100 2016,424,5709,5451,50379,0.38,88.0,74.4633,1.5262,0.002,1924
42348,1650,193136,0,1650,100,161750.45,2017,2337.71,51223.19,1.6,0.0,0.246,0.15,100 2017,231,5940,3848,54227,0.38,88.0,74.4633,1.5262,0.002,2242
44839,1650,193136,0,1650,100,161750.45,2018,1114.12,52337.31,1.6,0.0,0.246,0.15,100 2018,107,6048,2346,56573,0.38,88.0,74.4633,1.5262,0.002,2184
47330,1650,193136,0,1650,100,161750.45,2019,2076.64,54413.94,1.6,0.0,0.246,0.15,100 2019,176,6224,2584,59158,0.38,88.0,74.4633,1.5262,0.002,1811
49821,1650,193136,0,1650,100,161750.45,2020,1458.62,55872.57,1.6,0.0,0.246,0.15,100 2020,156,6379,2342,61500,0.38,88.0,74.4633,1.5262,0.002,2007
2493,1650,193136,0,1650,101,198477.1,2001,40.78,40.78,2.5,0.0,0.0,0.0,101 2001,2,2,17,17,0.02,63.0,12.4119,0.371,0.002,1597
4984,1650,193136,0,1650,101,198477.1,2002,12.7,53.48,2.5,0.0,0.0,0.0,101 2002,0,2,27,44,0.02,63.0,12.4119,0.371,0.002,1418
7475,1650,193136,0,1650,101,198477.1,2003,17.43,70.91,2.5,0.0,0.0,0.0,101 2003,6,8,25,69,0.02,63.0,12.4119,0.371,0.002,1338
9966,1650,193136,0,1650,101,198477.1,2004,5.87,76.77,2.5,0.0,0.0,0.0,101 2004,6,14,30,99,0.02,63.0,12.4119,0.371,0.002,1294
12457,1650,193136,0,1650,101,198477.1,2005,17.77,94.54,2.5,0.0,0.0,0.0,101 2005,0,14,3,102,0.02,63.0,12.4119,0.371,0.002,1383
14948,1650,193136,0,1650,101,198477.1,2006,15.15,109.69,2.5,0.0,0.0,0.0,101 2006,2,16,39,142,0.02,63.0,12.4119,0.371,0.002,1699
17439,1650,193136,0,1650,101,198477.1,2007,17.95,127.64,2.5,0.0,0.0,0.0,101 2007,2,18,43,184,0.02,63.0,12.4119,0.371,0.002,2104
19930,1650,193136,0,1650,101,198477.1,2008,13.22,140.86,2.5,0.0,0.0,0.0,101 2008,2,19,36,220,0.02,63.0,12.4119,0.371,0.002,1360
22421,1650,193136,0,1650,101,198477.1,2009,32.48,173.34,2.5,0.0,0.0,0.0,101 2009,5,24,46,266,0.02,63.0,12.4119,0.371,0.002,1549
24912,1650,193136,0,1650,101,198477.1,2010,64.68,238.03,2.5,0.0,0.0,0.0,101 2010,7,31,49,315,0.02,63.0,12.4119,0.371,0.002,1310
27403,1650,193136,0,1650,101,198477.1,2011,31.36,269.38,2.5,0.0,0.0,0.0,101 2011,5,36,123,439,0.02,63.0,12.4119,0.371,0.002,1828
29894,1650,193136,0,1650,101,198477.1,2012,28.2,297.58,2.5,0.0,0.0,0.0,101 2012,3,39,87,525,0.02,63.0,12.4119,0.371,0.002,1679
32385,1650,193136,0,1650,101,198477.1,2013,24.21,321.79,2.5,0.0,0.0,0.0,101 2013,11,50,185,711,0.02,63.0,12.4119,0.371,0.002,1608
34876,1650,193136,0,1650,101,198477.1,2014,5.06,326.85,2.5,0.0,0.0,0.0,101 2014,1,51,156,867,0.02,63.0,12.4119,0.371,0.002,1518
37367,1650,193136,0,1650,101,198477.1,2015,22.85,349.7,2.5,0.0,0.0,0.0,101 2015,2,53,35,902,0.02,63.0,12.4119,0.371,0.002,1233
39858,1650,193136,0,1650,101,198477.1,2016,34.03,383.73,2.5,0.0,0.0,0.0,101 2016,1,54,44,947,0.02,63.0,12.4119,0.371,0.002,1380
42349,1650,193136,0,1650,101,198477.1,2017,7.53,391.26,2.5,0.0,0.0,0.0,101 2017,3,57,620,1567,0.02,63.0,12.4119,0.371,0.002,1608
44840,1650,193136,0,1650,101,198477.1,2018,0.53,391.78,2.5,0.0,0.0,0.0,101 2018,0,57,34,1601,0.02,63.0,12.4119,0.371,0.002,1489
47331,1650,193136,0,1650,101,198477.1,2019,0.7,392.48,2.5,0.0,0.0,0.0,101 2019,0,57,13,1613,0.02,63.0,12.4119,0.371,0.002,1122
49822,1650,193136,0,1650,101,198477.1,2020,0.18,392.66,2.5,0.0,0.0,0.0,101 2020,0,57,9,1623,0.02,63.0,12.4119,0.371,0.002,1429
2494,1650,193136,0,1650,102,159633.95,2001,247.85,247.85,2.5,0.666,0.0,0.0,102 2001,58,58,118,118,0.65,169.2539,9.1794,0.3619,0.037,1168
4985,1650,193136,0,1650,102,159633.95,2002,142.38,390.23,2.5,0.666,0.0,0.0,102 2002,11,70,144,262,0.65,169.2539,9.1794,0.3619,0.037,1121
7476,1650,193136,0,1650,102,159633.95,2003,651.42,1041.65,2.5,0.666,0.0,0.0,102 2003,160,230,906,1168,0.65,169.2539,9.1794,0.3619,0.037,1082
9967,1650,193136,0,1650,102,159633.95,2004,408.94,1450.59,2.5,0.666,0.0,0.0,102 2004,74,303,522,1690,0.65,169.2539,9.1794,0.3619,0.037,978
12458,1650,193136,0,1650,102,159633.95,2005,58.29,1508.88,2.5,0.666,0.0,0.0,102 2005,10,313,61,1751,0.65,169.2539,9.1794,0.3619,0.037,1116
14949,1650,193136,0,1650,102,159633.95,2006,403.6,1912.48,2.5,0.666,0.0,0.0,102 2006,62,375,562,2312,0.65,169.2539,9.1794,0.3619,0.037,1294
17440,1650,193136,0,1650,102,159633.95,2007,190.43,2102.91,2.5,0.666,0.0,0.0,102 2007,57,432,229,2541,0.65,169.2539,9.1794,0.3619,0.037,1442
19931,1650,193136,0,1650,102,159633.95,2008,76.15,2179.05,2.5,0.666,0.0,0.0,102 2008,19,450,235,2777,0.65,169.2539,9.1794,0.3619,0.037,1214
22422,1650,193136,0,1650,102,159633.95,2009,1035.81,3214.86,2.5,0.666,0.0,0.0,102 2009,275,726,2955,5731,0.65,169.2539,9.1794,0.3619,0.037,1208
24913,1650,193136,0,1650,102,159633.95,2010,386.2,3601.06,2.5,0.666,0.0,0.0,102 2010,328,1054,2251,7982,0.65,169.2539,9.1794,0.3619,0.037,1110
27404,1650,193136,0,1650,102,159633.95,2011,116.16,3717.22,2.5,0.666,0.0,0.0,102 2011,1,1055,44,8026,0.65,169.2539,9.1794,0.3619,0.037,1431
29895,1650,193136,0,1650,102,159633.95,2012,553.62,4270.84,2.5,0.666,0.0,0.0,102 2012,65,1120,630,8656,0.65,169.2539,9.1794,0.3619,0.037,1261
32386,1650,193136,0,1650,102,159633.95,2013,18.19,4289.03,2.5,0.666,0.0,0.0,102 2013,2,1121,65,8721,0.65,169.2539,9.1794,0.3619,0.037,1359
34877,1650,193136,0,1650,102,159633.95,2014,13.68,4302.72,2.5,0.666,0.0,0.0,102 2014,6,1128,179,8900,0.65,169.2539,9.1794,0.3619,0.037,1170
37368,1650,193136,0,1650,102,159633.95,2015,4.79,4307.51,2.5,0.666,0.0,0.0,102 2015,1,1128,44,8945,0.65,169.2539,9.1794,0.3619,0.037,1011
39859,1650,193136,0,1650,102,159633.95,2016,37.72,4345.23,2.5,0.666,0.0,0.0,102 2016,6,1134,132,9077,0.65,169.2539,9.1794,0.3619,0.037,1159
42350,1650,193136,0,1650,102,159633.95,2017,127.73,4472.96,2.5,0.666,0.0,0.0,102 2017,5,1139,184,9261,0.65,169.2539,9.1794,0.3619,0.037,1112
44841,1650,193136,0,1650,102,159633.95,2018,3.66,4476.62,2.5,0.666,0.0,0.0,102 2018,2,1142,60,9321,0.65,169.2539,9.1794,0.3619,0.037,1093
47332,1650,193136,0,1650,102,159633.95,2019,6.45,4483.06,2.5,0.666,0.0,0.0,102 2019,3,1145,210,9532,0.65,169.2539,9.1794,0.3619,0.037,1003
49823,1650,193136,0,1650,102,159633.95,2020,8.32,4491.38,2.5,0.666,0.0,0.0,102 2020,1,1146,39,9571,0.65,169.2539,9.1794,0.3619,0.037,1202
2495,1650,193136,0,1650,103,198807.59,2001,146.44,146.44,1.0,0.952,0.043,0.033,103 2001,7,7,91,91,0.84,315.5029,531.4809,4.6219,0.0415,2283
4986,1650,193136,0,1650,103,198807.59,2002,110.47,256.91,1.0,0.952,0.043,0.033,103 2002,5,12,54,145,0.84,315.5029,531.4809,4.6219,0.0415,2177
7477,1650,193136,0,1650,103,198807.59,2003,216.17,473.08,1.0,0.952,0.043,0.033,103 2003,11,23,98,243,0.84,315.5029,531.4809,4.6219,0.0415,2285
9968,1650,193136,0,1650,103,198807.59,2004,906.95,1380.03,1.0,0.952,0.043,0.033,103 2004,11,34,92,335,0.84,315.5029,531.4809,4.6219,0.0415,2133
12459,1650,193136,0,1650,103,198807.59,2005,644.53,2024.56,1.0,0.952,0.043,0.033,103 2005,18,52,175,510,0.84,315.5029,531.4809,4.6219,0.0415,2058
14950,1650,193136,0,1650,103,198807.59,2006,939.77,2964.33,1.0,0.952,0.043,0.033,103 2006,76,128,288,798,0.84,315.5029,531.4809,4.6219,0.0415,2427
17441,1650,193136,0,1650,103,198807.59,2007,319.8,3284.13,1.0,0.952,0.043,0.033,103 2007,25,153,111,909,0.84,315.5029,531.4809,4.6219,0.0415,3308
19932,1650,193136,0,1650,103,198807.59,2008,618.06,3902.19,1.0,0.952,0.043,0.033,103 2008,41,194,159,1068,0.84,315.5029,531.4809,4.6219,0.0415,2113
22423,1650,193136,0,1650,103,198807.59,2009,1934.83,5837.01,1.0,0.952,0.043,0.033,103 2009,110,304,535,1603,0.84,315.5029,531.4809,4.6219,0.0415,2300
24914,1650,193136,0,1650,103,198807.59,2010,2015.8,7852.81,1.0,0.952,0.043,0.033,103 2010,287,591,1871,3474,0.84,315.5029,531.4809,4.6219,0.0415,2350
27405,1650,193136,0,1650,103,198807.59,2011,3976.51,11829.32,1.0,0.952,0.043,0.033,103 2011,120,711,1084,4558,0.84,315.5029,531.4809,4.6219,0.0415,2775
29896,1650,193136,0,1650,103,198807.59,2012,2080.68,13910.0,1.0,0.952,0.043,0.033,103 2012,140,851,1038,5596,0.84,315.5029,531.4809,4.6219,0.0415,2283
32387,1650,193136,0,1650,103,198807.59,2013,1768.06,15678.05,1.0,0.952,0.043,0.033,103 2013,122,973,719,6315,0.84,315.5029,531.4809,4.6219,0.0415,2680
34878,1650,193136,0,1650,103,198807.59,2014,3135.73,18813.78,1.0,0.952,0.043,0.033,103 2014,277,1251,1739,8055,0.84,315.5029,531.4809,4.6219,0.0415,2369
37369,1650,193136,0,1650,103,198807.59,2015,1956.63,20770.42,1.0,0.952,0.043,0.033,103 2015,193,1444,1421,9476,0.84,315.5029,531.4809,4.6219,0.0415,2160
39860,1650,193136,0,1650,103,198807.59,2016,5287.66,26058.08,1.0,0.952,0.043,0.033,103 2016,431,1876,3672,13148,0.84,315.5029,531.4809,4.6219,0.0415,2213
42351,1650,193136,0,1650,103,198807.59,2017,2011.79,28069.87,1.0,0.952,0.043,0.033,103 2017,193,2068,1286,14434,0.84,315.5029,531.4809,4.6219,0.0415,2188
44842,1650,193136,0,1650,103,198807.59,2018,606.42,28676.29,1.0,0.952,0.043,0.033,103 2018,83,2151,1237,15671,0.84,315.5029,531.4809,4.6219,0.0415,2270
47333,1650,193136,0,1650,103,198807.59,2019,2442.66,31118.95,1.0,0.952,0.043,0.033,103 2019,144,2295,2207,17878,0.84,315.5029,531.4809,4.6219,0.0415,2136
49824,1650,193136,0,1650,103,198807.59,2020,2438.22,33557.17,1.0,0.952,0.043,0.033,103 2020,168,2464,1751,19629,0.84,315.5029,531.4809,4.6219,0.0415,2516
2496,1650,193136,0,1650,104,200025.45,2001,1102.27,1102.27,1.25,0.001,0.526,0.141,104 2001,47,47,522,522,0.62,280.414,204.4385,2.4421,0.0126,2813
4987,1650,193136,0,1650,104,200025.45,2002,838.25,1940.52,1.25,0.001,0.526,0.141,104 2002,35,83,571,1093,0.62,280.414,204.4385,2.4421,0.0126,2863
7478,1650,193136,0,1650,104,200025.45,2003,837.18,2777.7,1.25,0.001,0.526,0.141,104 2003,38,120,337,1430,0.62,280.414,204.4385,2.4421,0.0126,2325
9969,1650,193136,0,1650,104,200025.45,2004,1824.69,4602.4,1.25,0.001,0.526,0.141,104 2004,55,176,1092,2523,0.62,280.414,204.4385,2.4421,0.0126,2451
12460,1650,193136,0,1650,104,200025.45,2005,1832.71,6435.11,1.25,0.001,0.526,0.141,104 2005,80,256,706,3229,0.62,280.414,204.4385,2.4421,0.0126,2513
14951,1650,193136,0,1650,104,200025.45,2006,3162.94,9598.05,1.25,0.001,0.526,0.141,104 2006,129,385,1617,4846,0.62,280.414,204.4385,2.4421,0.0126,2882
17442,1650,193136,0,1650,104,200025.45,2007,4322.8,13920.85,1.25,0.001,0.526,0.141,104 2007,173,559,1909,6754,0.62,280.414,204.4385,2.4421,0.0126,2726
19933,1650,193136,0,1650,104,200025.45,2008,4348.18,18269.02,1.25,0.001,0.526,0.141,104 2008,129,687,1947,8702,0.62,280.414,204.4385,2.4421,0.0126,2177
22424,1650,193136,0,1650,104,200025.45,2009,3685.96,21954.98,1.25,0.001,0.526,0.141,104 2009,217,904,2153,10855,0.62,280.414,204.4385,2.4421,0.0126,2583
24915,1650,193136,0,1650,104,200025.45,2010,5856.74,27811.72,1.25,0.001,0.526,0.141,104 2010,345,1250,3461,14315,0.62,280.414,204.4385,2.4421,0.0126,2140
27406,1650,193136,0,1650,104,200025.45,2011,7633.55,35445.27,1.25,0.001,0.526,0.141,104 2011,590,1840,6115,20430,0.62,280.414,204.4385,2.4421,0.0126,2940
29897,1650,193136,0,1650,104,200025.45,2012,4808.87,40254.14,1.25,0.001,0.526,0.141,104 2012,409,2250,5516,25946,0.62,280.414,204.4385,2.4421,0.0126,2298
32388,1650,193136,0,1650,104,200025.45,2013,5503.28,45757.42,1.25,0.001,0.526,0.141,104 2013,363,2613,6620,32566,0.62,280.414,204.4385,2.4421,0.0126,2393
34879,1650,193136,0,1650,104,200025.45,2014,3979.52,49736.94,1.25,0.001,0.526,0.141,104 2014,390,3003,6059,38625,0.62,280.414,204.4385,2.4421,0.0126,2501
37370,1650,193136,0,1650,104,200025.45,2015,2801.98,52538.92,1.25,0.001,0.526,0.141,104 2015,266,3268,2509,41134,0.62,280.414,204.4385,2.4421,0.0126,1831
39861,1650,193136,0,1650,104,200025.45,2016,4752.52,57291.44,1.25,0.001,0.526,0.141,104 2016,359,3627,3627,44762,0.62,280.414,204.4385,2.4421,0.0126,2285
42352,1650,193136,0,1650,104,200025.45,2017,3652.89,60944.33,1.25,0.001,0.526,0.141,104 2017,350,3977,3843,48605,0.62,280.414,204.4385,2.4421,0.0126,2343
44843,1650,193136,0,1650,104,200025.45,2018,5690.56,66634.89,1.25,0.001,0.526,0.141,104 2018,777,4754,6591,55196,0.62,280.414,204.4385,2.4421,0.0126,2383
47334,1650,193136,0,1650,104,200025.45,2019,5329.88,71964.77,1.25,0.001,0.526,0.141,104 2019,597,5351,6316,61512,0.62,280.414,204.4385,2.4421,0.0126,1997
49825,1650,193136,0,1650,104,200025.45,2020,5277.33,77242.1,1.25,0.001,0.526,0.141,104 2020,647,5998,5991,67504,0.62,280.414,204.4385,2.4421,0.0126,2138
2497,1650,193136,0,1650,105,198918.58,2001,209.5,209.5,2.0,0.104,0.0,0.0,105 2001,10,10,120,120,0.21,114.6307,10.714,0.2988,0.0123,1714
4988,1650,193136,0,1650,105,198918.58,2002,56.04,265.53,2.0,0.104,0.0,0.0,105 2002,5,15,47,167,0.21,114.6307,10.714,0.2988,0.0123,1597
7479,1650,193136,0,1650,105,198918.58,2003,616.58,882.11,2.0,0.104,0.0,0.0,105 2003,14,29,124,292,0.21,114.6307,10.714,0.2988,0.0123,1534
9970,1650,193136,0,1650,105,198918.58,2004,313.19,1195.3,2.0,0.104,0.0,0.0,105 2004,28,57,128,420,0.21,114.6307,10.714,0.2988,0.0123,1459
12461,1650,193136,0,1650,105,198918.58,2005,87.42,1282.72,2.0,0.104,0.0,0.0,105 2005,5,62,58,478,0.21,114.6307,10.714,0.2988,0.0123,1501
14952,1650,193136,0,1650,105,198918.58,2006,464.41,1747.13,2.0,0.104,0.0,0.0,105 2006,30,93,169,647,0.21,114.6307,10.714,0.2988,0.0123,1794
17443,1650,193136,0,1650,105,198918.58,2007,292.94,2040.07,2.0,0.104,0.0,0.0,105 2007,16,109,109,756,0.21,114.6307,10.714,0.2988,0.0123,2178
19934,1650,193136,0,1650,105,198918.58,2008,264.54,2304.61,2.0,0.104,0.0,0.0,105 2008,28,137,172,928,0.21,114.6307,10.714,0.2988,0.0123,1524
22425,1650,193136,0,1650,105,198918.58,2009,159.53,2464.15,2.0,0.104,0.0,0.0,105 2009,6,143,101,1029,0.21,114.6307,10.714,0.2988,0.0123,1681
24916,1650,193136,0,1650,105,198918.58,2010,184.41,2648.55,2.0,0.104,0.0,0.0,105 2010,15,158,89,1118,0.21,114.6307,10.714,0.2988,0.0123,1460
27407,1650,193136,0,1650,105,198918.58,2011,268.51,2917.07,2.0,0.104,0.0,0.0,105 2011,65,223,352,1471,0.21,114.6307,10.714,0.2988,0.0123,1968
29898,1650,193136,0,1650,105,198918.58,2012,399.81,3316.88,2.0,0.104,0.0,0.0,105 2012,51,274,319,1790,0.21,114.6307,10.714,0.2988,0.0123,1715
32389,1650,193136,0,1650,105,198918.58,2013,43.69,3360.58,2.0,0.104,0.0,0.0,105 2013,0,274,227,2017,0.21,114.6307,10.714,0.2988,0.0123,1760
34880,1650,193136,0,1650,105,198918.58,2014,56.64,3417.21,2.0,0.104,0.0,0.0,105 2014,3,277,242,2259,0.21,114.6307,10.714,0.2988,0.0123,1671
37371,1650,193136,0,1650,105,198918.58,2015,118.08,3535.29,2.0,0.104,0.0,0.0,105 2015,19,296,400,2659,0.21,114.6307,10.714,0.2988,0.0123,1365
39862,1650,193136,0,1650,105,198918.58,2016,340.46,3875.75,2.0,0.104,0.0,0.0,105 2016,22,318,214,2874,0.21,114.6307,10.714,0.2988,0.0123,1528
42353,1650,193136,0,1650,105,198918.58,2017,127.52,4003.27,2.0,0.104,0.0,0.0,105 2017,16,333,333,3206,0.21,114.6307,10.714,0.2988,0.0123,1601
44844,1650,193136,0,1650,105,198918.58,2018,29.44,4032.71,2.0,0.104,0.0,0.0,105 2018,9,343,191,3397,0.21,114.6307,10.714,0.2988,0.0123,1574
47335,1650,193136,0,1650,105,198918.58,2019,98.73,4131.44,2.0,0.104,0.0,0.0,105 2019,0,343,316,3714,0.21,114.6307,10.714,0.2988,0.0123,1205
49826,1650,193136,0,1650,105,198918.58,2020,111.41,4242.86,2.0,0.104,0.0,0.0,105 2020,5,348,309,4023,0.21,114.6307,10.714,0.2988,0.0123,1469
2498,1650,193136,0,1650,106,199477.4,2001,83.21,83.21,2.0,0.0,0.0,0.0,106 2001,16,16,137,137,0.03,33.0,21.0944,0.4217,0.002,1319
4989,1650,193136,0,1650,106,199477.4,2002,75.55,158.76,2.0,0.0,0.0,0.0,106 2002,22,38,147,284,0.03,33.0,21.0944,0.4217,0.002,1274
7480,1650,193136,0,1650,106,199477.4,2003,491.42,650.19,2.0,0.0,0.0,0.0,106 2003,93,131,1232,1516,0.03,33.0,21.0944,0.4217,0.002,1295
9971,1650,193136,0,1650,106,199477.4,2004,353.41,1003.6,2.0,0.0,0.0,0.0,106 2004,73,204,1138,2653,0.03,33.0,21.0944,0.4217,0.002,1155
12462,1650,193136,0,1650,106,199477.4,2005,104.82,1108.42,2.0,0.0,0.0,0.0,106 2005,81,286,1731,4384,0.03,33.0,21.0944,0.4217,0.002,1241
14953,1650,193136,0,1650,106,199477.4,2006,61.22,1169.64,2.0,0.0,0.0,0.0,106 2006,19,305,928,5313,0.03,33.0,21.0944,0.4217,0.002,1485
17444,1650,193136,0,1650,106,199477.4,2007,65.57,1235.21,2.0,0.0,0.0,0.0,106 2007,60,364,1455,6767,0.03,33.0,21.0944,0.4217,0.002,1647
19935,1650,193136,0,1650,106,199477.4,2008,256.45,1491.66,2.0,0.0,0.0,0.0,106 2008,46,410,2017,8784,0.03,33.0,21.0944,0.4217,0.002,1409
22426,1650,193136,0,1650,106,199477.4,2009,259.98,1751.64,2.0,0.0,0.0,0.0,106 2009,65,476,2085,10869,0.03,33.0,21.0944,0.4217,0.002,1410
24917,1650,193136,0,1650,106,199477.4,2010,811.81,2563.44,2.0,0.0,0.0,0.0,106 2010,108,584,4948,15817,0.03,33.0,21.0944,0.4217,0.002,1390
27408,1650,193136,0,1650,106,199477.4,2011,125.26,2688.71,2.0,0.0,0.0,0.0,106 2011,27,611,961,16778,0.03,33.0,21.0944,0.4217,0.002,1642
29899,1650,193136,0,1650,106,199477.4,2012,1301.56,3990.27,2.0,0.0,0.0,0.0,106 2012,338,949,4929,21707,0.03,33.0,21.0944,0.4217,0.002,1381
32390,1650,193136,0,1650,106,199477.4,2013,283.94,4274.2,2.0,0.0,0.0,0.0,106 2013,44,993,816,22523,0.03,33.0,21.0944,0.4217,0.002,1579
34881,1650,193136,0,1650,106,199477.4,2014,225.35,4499.56,2.0,0.0,0.0,0.0,106 2014,43,1036,619,23142,0.03,33.0,21.0944,0.4217,0.002,1376
37372,1650,193136,0,1650,106,199477.4,2015,236.98,4736.54,2.0,0.0,0.0,0.0,106 2015,33,1069,419,23561,0.03,33.0,21.0944,0.4217,0.002,1192
39863,1650,193136,0,1650,106,199477.4,2016,188.52,4925.06,2.0,0.0,0.0,0.0,106 2016,59,1128,401,23962,0.03,33.0,21.0944,0.4217,0.002,1308
42354,1650,193136,0,1650,106,199477.4,2017,76.8,5001.86,2.0,0.0,0.0,0.0,106 2017,29,1157,253,24215,0.03,33.0,21.0944,0.4217,0.002,1245
44845,1650,193136,0,1650,106,199477.4,2018,101.9,5103.76,2.0,0.0,0.0,0.0,106 2018,26,1183,217,24433,0.03,33.0,21.0944,0.4217,0.002,1333
47336,1650,193136,0,1650,106,199477.4,2019,138.92,5242.69,2.0,0.0,0.0,0.0,106 2019,27,1210,461,24893,0.03,33.0,21.0944,0.4217,0.002,1249
49827,1650,193136,0,1650,106,199477.4,2020,170.18,5412.86,2.0,0.0,0.0,0.0,106 2020,17,1228,524,25417,0.03,33.0,21.0944,0.4217,0.002,1459
2499,1650,193136,0,1650,107,199149.65,2001,81.22,81.22,2.091,0.131,0.461,0.341,107 2001,24,24,323,323,0.34,186.7914,46.0,0.7967,0.002,1994
4990,1650,193136,0,1650,107,199149.65,2002,1867.05,1948.28,2.091,0.131,0.461,0.341,107 2002,160,184,1653,1976,0.34,186.7914,46.0,0.7967,0.002,1810
7481,1650,193136,0,1650,107,199149.65,2003,289.52,2237.8,2.091,0.131,0.461,0.341,107 2003,68,252,640,2616,0.34,186.7914,46.0,0.7967,0.002,1715
9972,1650,193136,0,1650,107,199149.65,2004,371.25,2609.05,2.091,0.131,0.461,0.341,107 2004,25,277,439,3055,0.34,186.7914,46.0,0.7967,0.002,1712
12463,1650,193136,0,1650,107,199149.65,2005,288.9,2897.95,2.091,0.131,0.461,0.341,107 2005,33,310,335,3390,0.34,186.7914,46.0,0.7967,0.002,1639
14954,1650,193136,0,1650,107,199149.65,2006,735.87,3633.82,2.091,0.131,0.461,0.341,107 2006,68,378,1195,4585,0.34,186.7914,46.0,0.7967,0.002,2049
17445,1650,193136,0,1650,107,199149.65,2007,643.6,4277.42,2.091,0.131,0.461,0.341,107 2007,53,431,1248,5833,0.34,186.7914,46.0,0.7967,0.002,2253
19936,1650,193136,0,1650,107,199149.65,2008,1027.42,5304.83,2.091,0.131,0.461,0.341,107 2008,440,871,4301,10134,0.34,186.7914,46.0,0.7967,0.002,1614
22427,1650,193136,0,1650,107,199149.65,2009,918.41,6223.24,2.091,0.131,0.461,0.341,107 2009,246,1117,2110,12245,0.34,186.7914,46.0,0.7967,0.002,1918
24918,1650,193136,0,1650,107,199149.65,2010,1743.09,7966.33,2.091,0.131,0.461,0.341,107 2010,245,1361,3939,16184,0.34,186.7914,46.0,0.7967,0.002,1508
27409,1650,193136,0,1650,107,199149.65,2011,5374.67,13340.99,2.091,0.131,0.461,0.341,107 2011,1117,2478,8704,24888,0.34,186.7914,46.0,0.7967,0.002,2147
29900,1650,193136,0,1650,107,199149.65,2012,4199.57,17540.57,2.091,0.131,0.461,0.341,107 2012,836,3314,9166,34054,0.34,186.7914,46.0,0.7967,0.002,1835
32391,1650,193136,0,1650,107,199149.65,2013,8015.11,25555.68,2.091,0.131,0.461,0.341,107 2013,1549,4863,13325,47379,0.34,186.7914,46.0,0.7967,0.002,1837
34882,1650,193136,0,1650,107,199149.65,2014,3843.45,29399.14,2.091,0.131,0.461,0.341,107 2014,427,5290,5995,53374,0.34,186.7914,46.0,0.7967,0.002,1895
37373,1650,193136,0,1650,107,199149.65,2015,3915.75,33314.88,2.091,0.131,0.461,0.341,107 2015,240,5530,5468,58842,0.34,186.7914,46.0,0.7967,0.002,1363
